,省,市,市（代码）,日期,现存确诊,新增确诊,本土新增确诊,无症状(只有本土),新增治愈,新增死亡,累计确诊,累计治愈,累计死亡
54820,河南,许昌,411000,2022.12.06,3,0,0,0,0,0,578,574,1
55863,河南,信阳,411500,2022.12.06,1,0,0,0,0,0,298,295,2
56906,河南,商丘,411400,2022.12.06,2,0,0,0,0,0,116,111,3
57949,河南,漯河,411100,2022.12.06,13,0,4,0,0,0,59,46,
58992,河南,安阳,410500,2022.12.06,2,0,0,0,0,0,582,580,
60035,河南,濮阳,410900,2022.12.06,3,0,0,0,0,0,45,42,
61074,河南,焦作,410800,2022.12.06,0,0,0,0,0,0,46,45,1
62117,河南,南阳,411300,2022.12.06,0,0,0,0,0,0,162,159,3
63157,河南,平顶山,410400,2022.12.06,0,0,0,0,0,0,72,71,1
64200,河南,新乡,410700,2022.12.06,0,0,0,0,0,0,57,54,3
65243,河南,洛阳,410300,2022.12.06,1,0,0,0,0,0,55,53,1
66286,河南,鹤壁,410600,2022.12.06,5,0,1,1,0,0,30,25,
67329,河南,三门峡,411200,2022.12.06,1,0,0,0,0,0,11,9,1
68371,河南,济源,419001,2022.12.06,32,0,0,0,0,0,39,7,
69408,湖南,娄底,431300,2022.12.06,54,0,0,23,0,0,140,86,
70454,湖南,邵阳,430500,2022.12.06,135,0,0,21,0,0,332,196,1
71501,湖南,长沙,430100,2022.12.06,140,0,4,83,0,0,415,273,2
72548,湖南,衡阳,430400,2022.12.06,30,0,0,16,0,0,83,53,
73595,湖南,株洲,430200,2022.12.06,84,0,3,21,0,0,194,110,
74642,湖南,湘潭,430300,2022.12.06,68,0,0,9,0,0,109,41,
75689,湖南,岳阳,430600,2022.12.06,40,0,0,8,0,0,204,163,1
76736,湖南,常德,430700,2022.12.06,17,0,0,9,0,0,99,82,
77783,湖南,张家界,430800,2022.12.06,71,0,0,0,0,0,148,77,
78830,湖南,益阳,430900,2022.12.06,31,0,1,24,0,0,100,69,
79877,湖南,郴州,431000,2022.12.06,99,0,3,23,0,0,139,40,
80924,湖南,永州,431100,2022.12.06,21,0,0,8,0,0,66,45,
81971,湖南,怀化,431200,2022.12.06,83,0,0,8,0,0,148,65,
83018,湖南,湘西州,,2022.12.06,18,0,0,26,0,0,31,13,
84060,安徽,安庆,340800,2022.12.06,1,0,0,8,0,0,88,87,
85105,安徽,宿州,341300,2022.12.06,0,0,0,3,0,0,423,423,
86150,安徽,蚌埠,340300,2022.12.06,4,0,0,5,0,0,221,212,5
87195,安徽,六安,341500,2022.12.06,0,0,0,8,0,0,85,85,
88240,安徽,淮南,340400,2022.12.06,0,0,0,15,0,0,37,37,
89285,安徽,阜阳,341200,2022.12.06,0,0,0,35,0,0,168,168,
90330,安徽,合肥,340100,2022.12.06,21,0,1,19,0,0,227,205,1
91377,安徽,马鞍山,340500,2022.12.06,3,0,0,9,0,0,44,41,
92422,安徽,芜湖,340200,2022.12.06,3,0,0,14,0,0,43,40,
93467,安徽,铜陵,340700,2022.12.06,12,0,2,17,0,0,45,33,
94512,安徽,亳州,341600,2022.12.06,0,0,0,19,0,0,108,108,
95557,安徽,黄山,341000,2022.12.06,0,0,0,16,0,0,9,9,
96602,安徽,滁州,341100,2022.12.06,0,0,0,10,0,0,15,15,
97647,安徽,宣城,341800,2022.12.06,67,0,2,32,0,0,76,9,
98692,安徽,淮北,340600,2022.12.06,2,0,0,7,0,0,50,48,
99737,安徽,池州,341700,2022.12.06,3,0,0,23,0,0,24,21,
100781,四川,成都,510100,2022.12.06,2567,0,179,104,0,0,6817,4246,4
101825,四川,内江,511000,2022.12.06,66,0,5,54,0,0,384,317,1
102870,四川,宜宾,511500,2022.12.06,187,0,4,59,0,0,313,126,
103914,四川,绵阳,510700,2022.12.06,166,0,0,16,0,0,229,63,
104959,四川,自贡,510300,2022.12.06,14,0,0,31,0,0,33,19,
106004,四川,攀枝花,510400,2022.12.06,3,0,0,22,0,0,21,18,
107049,四川,泸州,510500,2022.12.06,82,0,4,8,0,0,145,63,
108094,四川,德阳,510600,2022.12.06,215,0,1,14,0,0,265,50,
109139,四川,广元,510800,2022.12.06,29,0,0,17,0,0,49,20,
110183,四川,遂宁,510900,2022.12.06,135,0,0,11,0,0,171,36,
111228,四川,乐山,511100,2022.12.06,77,0,2,1,0,0,92,15,
112273,四川,南充,511300,2022.12.06,6,0,0,25,0,0,82,76,
113318,四川,广安,511600,2022.12.06,40,0,3,5,0,0,298,258,
114363,四川,达州,511700,2022.12.06,0,0,0,6,0,0,49,49,
115408,四川,巴中,511900,2022.12.06,69,0,0,19,0,0,113,44,
116453,四川,雅安,511800,2022.12.06,13,0,0,5,0,0,21,8,
117498,四川,眉山,511400,2022.12.06,69,0,4,59,0,0,106,37,
118543,四川,资阳,512000,2022.12.06,5,0,0,11,0,0,48,43,
119587,四川,阿坝州,,2022.12.06,148,0,1,14,0,0,218,70,
120632,四川,甘孜州,,2022.12.06,8,0,0,1,0,0,102,94,
121677,四川,凉山州,,2022.12.06,95,0,1,12,0,0,125,30,
122722,山东,菏泽,371700,2022.12.06,0,0,0,19,0,0,42,42,
123769,山东,济南,370100,2022.12.06,351,0,21,150,0,0,642,290,1
124816,山东,青岛,370200,2022.12.06,64,0,0,46,0,0,1360,1295,1
125863,山东,滨州,371600,2022.12.06,17,0,1,22,0,0,241,224,
126910,山东,德州,371400,2022.12.06,0,0,0,19,0,0,119,117,2
127957,山东,淄博,370300,2022.12.06,14,0,3,10,0,0,101,86,1
129003,山东,烟台,370600,2022.12.06,4,0,0,22,0,0,103,99,
130050,山东,威海,371000,2022.12.06,33,0,5,13,0,0,145,111,1
131097,山东,聊城,371500,2022.12.06,49,0,1,18,0,0,107,58,
132143,山东,枣庄,370400,2022.12.06,3,0,0,19,0,0,68,65,
133189,山东,潍坊,370700,2022.12.06,1,0,0,18,0,0,54,53,
134235,山东,济宁,370800,2022.12.06,1,0,0,21,0,0,305,304,
135282,山东,泰安,370900,2022.12.06,50,0,0,24,0,0,144,92,2
136328,山东,日照,371100,2022.12.06,4,0,0,26,0,0,42,38,
137375,山东,临沂,371300,2022.12.06,26,0,0,23,0,0,135,109,
138422,山东,东营,370500,2022.12.06,3,0,0,18,0,0,6,3,
138834,吉林,吉林,220200,2022.12.06,0,0,0,11,0,0,14097,14094,3
139882,吉林,长春,220100,2022.12.06,4,0,0,80,0,0,25192,25188,
140931,吉林,延边州,,2022.12.06,5,0,0,5,0,0,206,201,
141980,吉林,四平,220300,2022.12.06,13,0,0,14,0,0,264,250,1
143029,吉林,白城,220800,2022.12.06,3,0,0,23,0,0,148,145,
144065,吉林,辽源,220400,2022.12.06,0,0,0,15,0,0,9,9,
145103,吉林,松原,220700,2022.12.06,53,0,0,57,0,0,101,48,
146151,吉林,通化,220500,2022.12.06,0,0,0,6,0,0,314,313,1
147200,吉林,白山,220600,2022.12.06,1,0,0,0,0,0,25,24,
148249,福建,莆田,350300,2022.12.06,26,0,5,43,0,0,366,340,
149296,福建,厦门,350200,2022.12.06,321,0,38,53,0,0,806,485,
150344,福建,漳州,350600,2022.12.06,195,0,31,108,0,0,260,65,
151393,福建,泉州,350500,2022.12.06,144,0,39,41,0,0,1392,1248,
152442,福建,福州,350100,2022.12.06,51,0,6,105,0,0,468,416,1
153493,福建,三明,350400,2022.12.06,137,0,25,14,0,0,170,33,
154542,福建,南平,350700,2022.12.06,46,0,2,17,0,0,104,58,
155591,福建,龙岩,350800,2022.12.06,65,0,4,10,0,0,82,17,
156640,福建,宁德,350900,2022.12.06,12,0,4,55,0,0,105,93,
157689,江西,宜春,360900,2022.12.06,0,0,0,2,0,0,109,109,
158733,江西,鹰潭,360600,2022.12.06,0,0,0,0,0,0,48,48,
159778,江西,上饶,361100,2022.12.06,0,0,0,3,0,0,328,328,
160822,江西,南昌,360100,2022.12.06,0,0,0,25,0,0,485,485,
161867,江西,赣州,360700,2022.12.06,0,0,0,0,0,0,76,75,1
162912,江西,九江,360400,2022.12.06,9,0,0,36,0,0,142,133,
163957,江西,抚州,361000,2022.12.06,4,0,0,6,0,0,82,78,
165002,江西,新余,360500,2022.12.06,0,0,0,5,0,0,129,129,
166047,江西,吉安,360800,2022.12.06,0,0,0,0,0,0,44,44,
167092,江西,景德镇,360200,2022.12.06,3,0,0,1,0,0,9,6,
168137,江西,萍乡,360300,2022.12.06,0,0,0,0,0,0,39,39,
169182,江苏,扬州,321000,2022.12.06,2,0,0,32,0,0,596,594,
170221,江苏,南京,320100,2022.12.06,244,0,14,46,0,0,796,552,
171261,江苏,无锡,320200,2022.12.06,103,0,3,15,0,0,206,103,
172300,江苏,徐州,320300,2022.12.06,21,0,1,29,0,0,181,160,
173339,江苏,常州,320400,2022.12.06,3,0,0,20,0,0,87,84,
174378,江苏,苏州,320500,2022.12.06,55,0,6,44,0,0,283,228,
175419,江苏,南通,320600,2022.12.06,39,0,8,25,0,0,80,41,
176458,江苏,连云港,320700,2022.12.06,195,0,5,38,0,0,400,205,
177496,江苏,淮安,320800,2022.12.06,22,0,0,29,0,0,105,83,
178535,江苏,盐城,320900,2022.12.06,112,0,1,29,0,0,180,68,
179574,江苏,镇江,321100,2022.12.06,17,0,0,27,0,0,41,24,
180613,江苏,泰州,321200,2022.12.06,25,0,0,38,0,0,72,47,
181652,江苏,宿迁,321300,2022.12.06,55,0,2,28,0,0,85,30,
182691,广西,南宁,450100,2022.12.06,1,0,0,16,0,0,71,70,
183741,广西,北海,450500,2022.12.06,1,0,0,19,0,0,597,595,1
184790,广西,桂林,450300,2022.12.06,34,0,0,26,0,0,69,35,
185840,广西,百色,451000,2022.12.06,0,0,0,39,0,0,284,284,
186890,广西,崇左,451400,2022.12.06,1,0,0,27,0,0,34,33,
187302,广西,防城港,450600,2022.12.06,0,0,0,13,0,0,149,149,
188352,广西,钦州,450700,2022.12.06,0,0,0,37,0,0,27,27,
189402,广西,柳州,450200,2022.12.06,0,0,0,16,0,0,24,24,
190452,广西,梧州,450400,2022.12.06,0,0,0,41,0,0,21,21,
191501,广西,贵港,450800,2022.12.06,2,0,0,23,0,0,12,10,
192551,广西,玉林,450900,2022.12.06,0,0,0,14,0,0,15,15,
193600,广西,河池,451200,2022.12.06,1,0,0,22,0,0,32,30,1
194650,广西,贺州,451100,2022.12.06,1,0,0,8,0,0,5,4,
195700,广西,来宾,451300,2022.12.06,29,0,1,16,0,0,40,11,
196749,海南,海口,460100,2022.12.06,137,0,21,55,0,0,279,142,
197784,海南,三亚,460200,2022.12.06,90,0,4,21,0,0,6813,6722,1
198819,海南,儋州,460400,2022.12.06,19,0,7,10,0,0,491,471,1
199854,海南,万宁,469006,2022.12.06,17,0,3,8,0,0,285,268,
200889,海南,琼海,469002,2022.12.06,8,0,0,1,0,0,28,19,1
201924,海南,东方,469007,2022.12.06,11,0,1,18,0,0,418,406,1
202959,海南,临高县,469024,2022.12.06,15,0,7,2,0,0,211,196,
203994,海南,定安县,469021,2022.12.06,6,0,0,6,0,0,12,5,1
205029,海南,昌江,469026,2022.12.06,3,0,2,2,0,0,11,8,
206064,海南,澄迈县,469023,2022.12.06,44,0,11,9,0,0,84,39,1
207098,海南,陵水,469028,2022.12.06,46,0,6,15,0,0,255,209,
208132,海南,琼中,469030,2022.12.06,1,0,0,0,0,0,2,1,
209166,海南,乐东,469027,2022.12.06,26,0,9,1,0,0,472,446,
210201,海南,文昌,469005,2022.12.06,32,0,10,9,0,0,41,9,
211226,海南,保亭,469029,2022.12.06,1,0,0,5,0,0,4,3,
212250,海南,五指山,469001,2022.12.06,14,0,3,2,0,0,21,7,
212741,海南,屯昌县,469022,2022.12.06,2,0,1,0,0,0,2,,
213232,海南,白沙,469025,2022.12.06,1,0,0,4,0,0,1,,
213723,陕西,西安,610100,2022.12.06,275,0,1,438,0,0,2839,2561,3
214767,陕西,安康,610900,2022.12.06,226,0,4,68,0,0,260,34,
215811,陕西,渭南,610500,2022.12.06,290,0,12,88,0,0,353,63,
216855,陕西,汉中,610700,2022.12.06,249,0,10,24,0,0,338,89,
217899,陕西,宝鸡,610300,2022.12.06,0,0,0,58,0,0,261,261,
218943,陕西,咸阳,610400,2022.12.06,28,0,0,97,0,0,64,36,
219987,陕西,延安,610600,2022.12.06,40,0,1,38,0,0,75,35,
221031,陕西,铜川,610200,2022.12.06,37,0,7,8,0,0,64,27,
222075,陕西,商洛,611000,2022.12.06,0,0,0,43,0,0,99,99,
223119,陕西,榆林,610800,2022.12.06,257,0,2,157,0,0,311,54,
224161,河北,邯郸,130400,2022.12.06,10,0,0,2,0,0,74,64,
225210,河北,石家庄,130100,2022.12.06,170,0,0,115,0,0,1722,1551,1
226259,河北,保定,130600,2022.12.06,7,0,0,9,0,0,65,58,
227308,河北,邢台,130500,2022.12.06,9,0,0,1,0,0,147,137,1
228357,河北,廊坊,131000,2022.12.06,16,0,0,5,0,0,335,319,
229406,河北,沧州,130900,2022.12.06,9,0,0,2,0,0,147,135,3
230454,河北,衡水,131100,2022.12.06,6,0,0,1,0,0,20,14,
231503,河北,承德,130800,2022.12.06,1,0,0,3,0,0,9,8,
232552,河北,唐山,130200,2022.12.06,0,0,0,1,0,0,96,95,1
233601,河北,张家口,130700,2022.12.06,0,0,0,0,0,0,43,43,
234650,河北,秦皇岛,130300,2022.12.06,2,0,0,8,0,0,24,21,1
235699,黑龙江,哈尔滨,230100,2022.12.06,699,0,44,295,0,0,2542,1839,4
236744,黑龙江,牡丹江,231000,2022.12.06,59,0,16,55,0,0,163,104,
237790,黑龙江,绥化,231200,2022.12.06,44,0,1,51,0,0,671,623,4
238836,黑龙江,黑河,231100,2022.12.06,34,0,3,108,0,0,352,318,
239881,黑龙江,鸡西,230300,2022.12.06,2,0,0,39,0,0,59,57,
240927,黑龙江,齐齐哈尔,230200,2022.12.06,215,0,40,236,0,0,301,85,1
241972,黑龙江,佳木斯,230800,2022.12.06,83,0,5,68,0,0,241,158,
243018,黑龙江,大庆,230600,2022.12.06,6,0,0,125,0,0,158,151,1
244064,黑龙江,双鸭山,230500,2022.12.06,14,0,0,18,0,0,68,51,3
245110,黑龙江,七台河,230900,2022.12.06,3,0,0,4,0,0,22,19,
246156,黑龙江,鹤岗,230400,2022.12.06,5,0,5,27,0,0,10,5,
247202,黑龙江,大兴安岭,232700,2022.12.06,20,0,4,9,0,0,24,4,
248248,黑龙江,伊春,230700,2022.12.06,1,0,0,33,0,0,2,1,
249293,辽宁,本溪,210500,2022.12.06,10,0,2,2,0,0,26,16,
250340,辽宁,锦州,210700,2022.12.06,9,0,0,14,0,0,29,20,
251387,辽宁,丹东,210600,2022.12.06,5,0,0,8,0,0,101,96,
252434,辽宁,沈阳,210100,2022.12.06,416,0,41,57,0,0,692,276,
253481,辽宁,营口,210800,2022.12.06,0,0,0,5,0,0,218,218,
254528,辽宁,鞍山,210300,2022.12.06,21,0,0,8,0,0,40,19,
255575,辽宁,葫芦岛,211400,2022.12.06,2,0,0,13,0,0,229,226,1
256619,辽宁,大连,210200,2022.12.06,23,0,0,86,0,0,688,665,
257666,辽宁,阜新,210900,2022.12.06,25,0,0,4,0,0,35,10,
258713,辽宁,辽阳,211000,2022.12.06,2,0,0,12,0,0,14,12,
259760,辽宁,铁岭,211200,2022.12.06,151,0,6,0,0,0,181,30,
260807,辽宁,朝阳,211300,2022.12.06,22,0,2,11,0,0,49,26,1
261853,辽宁,盘锦,211100,2022.12.06,66,0,0,13,0,0,80,14,
262899,云南,普洱,530800,2022.12.06,17,0,2,6,0,0,29,12,
263941,云南,德宏州,,2022.12.06,130,0,0,4,0,0,520,390,
264984,云南,临沧,530900,2022.12.06,14,0,2,0,0,0,27,13,
266024,云南,西双版纳,532800,2022.12.06,70,0,0,3,0,0,122,51,1
267067,云南,昆明,530100,2022.12.06,938,0,10,187,0,0,1013,75,
268110,云南,昭通,530600,2022.12.06,467,0,2,23,0,0,493,26,
269153,云南,玉溪,530400,2022.12.06,16,0,0,18,0,0,30,13,1
270196,云南,曲靖,530300,2022.12.06,31,0,1,33,0,0,46,15,
271239,云南,大理州,,2022.12.06,123,0,0,18,0,0,136,13,
272277,云南,保山,530500,2022.12.06,51,0,1,6,0,0,62,11,
273320,云南,红河州,,2022.12.06,135,0,9,13,0,0,174,39,
274362,云南,丽江,530700,2022.12.06,45,0,1,9,0,0,52,7,
275405,云南,楚雄州,,2022.12.06,26,0,0,18,0,0,30,4,
276443,云南,文山州,,2022.12.06,15,0,2,9,0,0,28,13,
277479,云南,迪庆州,,2022.12.06,82,0,7,0,0,0,82,,
277891,山西,晋中,140700,2022.12.06,6,0,2,82,0,0,146,140,
278931,山西,太原,140100,2022.12.06,155,0,0,506,0,0,748,593,
279972,山西,运城,140800,2022.12.06,51,0,0,161,0,0,283,232,
281014,山西,朔州,140600,2022.12.06,138,0,0,23,0,0,498,360,
282056,山西,大同,140200,2022.12.06,711,0,5,64,0,0,1352,641,
283098,山西,忻州,140900,2022.12.06,19,0,1,232,0,0,138,119,
284136,山西,阳泉,140300,2022.12.06,222,0,3,64,0,0,522,300,
285178,山西,长治,140400,2022.12.06,103,0,1,24,0,0,115,12,
286220,山西,晋城,140500,2022.12.06,265,0,3,0,0,0,314,49,
287258,山西,临汾,141000,2022.12.06,152,0,2,115,0,0,292,140,
288298,山西,吕梁,141100,2022.12.06,93,0,0,115,0,0,397,304,
289339,甘肃,兰州,620100,2022.12.06,59,0,0,135,0,0,1049,988,2
290386,甘肃,临夏州,,2022.12.06,0,0,0,12,0,0,82,82,
291429,甘肃,甘南州,,2022.12.06,0,0,0,0,0,0,49,49,
292464,甘肃,天水,620500,2022.12.06,0,0,0,0,0,0,57,57,
293509,甘肃,白银,620400,2022.12.06,0,0,0,0,0,0,29,29,
294554,甘肃,酒泉,620900,2022.12.06,0,0,0,0,0,0,1,1,
294966,甘肃,张掖,620700,2022.12.06,0,0,0,0,0,0,19,19,
296010,甘肃,定西,621100,2022.12.06,0,0,0,0,0,0,15,15,
297055,甘肃,平凉,620800,2022.12.06,0,0,0,0,0,0,9,9,
298100,甘肃,陇南,621200,2022.12.06,17,0,0,0,0,0,33,16,
299145,甘肃,庆阳,621000,2022.12.06,0,0,0,0,0,0,8,8,
300178,甘肃,金昌,620300,2022.12.06,0,0,0,0,0,0,1,1,
301217,甘肃,嘉峪关,620200,2022.12.06,0,0,0,0,0,0,5,5,
301629,甘肃,武威,620600,2022.12.06,0,0,0,0,0,0,8,8,
302041,内蒙古,呼和浩特,150100,2022.12.06,400,0,67,18,0,0,4560,4160,
303086,内蒙古,乌兰察布,150900,2022.12.06,1,0,0,17,0,0,101,100,
304132,内蒙古,巴彦淖尔,150800,2022.12.06,0,0,0,18,0,0,46,45,1
305178,内蒙古,包头,150200,2022.12.06,0,0,0,16,0,0,213,213,
306224,内蒙古,呼伦贝尔,150700,2022.12.06,84,0,0,14,0,0,840,756,
307270,内蒙古,兴安盟,152200,2022.12.06,3,0,0,22,0,0,40,37,
308314,内蒙古,通辽,150500,2022.12.06,0,0,0,20,0,0,33,33,
309360,内蒙古,赤峰,150400,2022.12.06,72,0,4,16,0,0,545,473,
310406,内蒙古,阿拉善盟,152900,2022.12.06,0,0,0,15,0,0,177,177,
310821,内蒙古,锡林郭勒盟,152500,2022.12.06,1,0,0,18,0,0,444,443,
311866,内蒙古,鄂尔多斯,150600,2022.12.06,91,0,6,51,0,0,456,365,
312912,内蒙古,乌海,150300,2022.12.06,0,0,0,10,0,0,21,21,
313958,贵州,黔西南州,,2022.12.06,7,0,2,27,0,0,21,14,
314999,贵州,贵阳,520100,2022.12.06,56,0,2,77,0,0,421,364,1
316040,贵州,遵义,520300,2022.12.06,138,0,69,120,0,0,280,142,
317079,贵州,六盘水,520200,2022.12.06,12,0,2,49,0,0,31,18,1
318119,贵州,毕节,520500,2022.12.06,18,0,2,167,0,0,595,577,
319158,贵州,铜仁,520600,2022.12.06,16,0,0,0,0,0,47,31,
320198,贵州,黔东南州,,2022.12.06,8,0,0,7,0,0,30,22,
321236,贵州,黔南州,,2022.12.06,17,0,3,36,0,0,59,42,
322277,西藏,拉萨,540100,2022.12.06,10,0,0,5,0,0,778,768,
323324,西藏,日喀则,540200,2022.12.06,4,0,0,5,0,0,241,237,
324367,西藏,昌都,540300,2022.12.06,15,0,0,3,0,0,263,248,
325410,西藏,山南,540500,2022.12.06,0,0,0,0,0,0,14,14,
326453,西藏,那曲地区,,2022.12.06,4,0,0,22,0,0,91,87,
327496,西藏,阿里地区,542500,2022.12.06,2,0,0,0,0,0,19,17,
328539,青海,西宁,630100,2022.12.06,71,0,5,211,0,0,387,316,
329578,青海,海北州,,2022.12.06,2,0,0,6,0,0,9,7,
330612,青海,海东,630200,2022.12.06,6,0,0,1,0,0,16,10,
331024,青海,黄南州,,2022.12.06,0,0,0,14,0,0,5,5,
331436,青海,海南州,,2022.12.06,1,0,0,7,0,0,6,5,
331848,青海,果洛州,,2022.12.06,2,0,0,0,0,0,2,,
332260,青海,玉树州,,2022.12.06,3,0,0,0,0,0,8,5,
332672,青海,海西州,,2022.12.06,1,0,0,0,0,0,48,47,
333084,新疆,乌鲁木齐,650100,2022.12.06,445,0,0,11,0,0,1868,1423,
334131,新疆,巴州,,2022.12.06,0,0,0,6,0,0,44,44,
335164,新疆,昌吉州,,2022.12.06,0,0,0,0,0,0,11,11,
336200,新疆,伊犁州,,2022.12.06,73,0,0,0,0,0,188,115,
337245,新疆,吐鲁番,650400,2022.12.06,0,0,0,0,0,0,31,31,
338292,新疆,阿克苏地区,652900,2022.12.06,0,0,0,0,0,0,1,1,
339339,新疆,五家渠,659004,2022.12.06,0,0,0,0,0,0,2,2,
340375,新疆,石河子,659001,2022.12.06,0,0,0,0,0,0,4,3,1
341422,新疆,喀什地区,653100,2022.12.06,89,0,2,164,0,0,236,147,
342293,新疆,克州,,2022.12.06,4,0,0,0,0,0,4,,
343056,新疆,哈密,650500,2022.12.06,0,0,0,29,0,0,8,8,
343488,新疆,博州,,2022.12.06,0,0,0,0,0,0,1,1,
343967,新疆,和田地区,653200,2022.12.06,79,0,3,188,0,0,148,69,
344399,新疆,塔城地区,654200,2022.12.06,0,0,0,0,0,0,13,13,
344831,宁夏,银川,640100,2022.12.06,2,0,0,118,0,0,93,91,
345877,宁夏,吴忠,640300,2022.12.06,0,0,0,57,0,0,50,50,
346922,宁夏,石嘴山,640200,2022.12.06,0,0,0,10,0,0,2,2,
347956,宁夏,固原,640400,2022.12.06,0,0,0,53,0,0,9,9,
349001,宁夏,中卫,640500,2022.12.06,0,0,0,9,0,0,80,80,
