,省,市,市（代码）,日期,现存确诊,新增确诊,本土新增确诊,无症状(只有本土),新增治愈,新增死亡,累计确诊,累计治愈,累计死亡
23046,广东,中山,442000,2022.12.04,281,0,13,125,0,0,436,155,
24090,广东,惠州,441300,2022.12.04,249,0,34,60,0,0,405,156,
25135,广东,珠海,440400,2022.12.04,187,0,7,32,0,0,653,465,1
26179,广东,阳江,441700,2022.12.04,145,0,26,8,0,0,198,53,
27221,广东,汕头,440500,2022.12.04,465,0,51,19,0,0,503,38,
28265,广东,江门,440700,2022.12.04,158,0,17,18,0,0,321,163,
29309,广东,茂名,440900,2022.12.04,509,0,50,18,0,0,662,153,
30353,广东,肇庆,441200,2022.12.04,470,0,40,34,0,0,525,54,1
31397,广东,梅州,441400,2022.12.04,61,0,0,27,0,0,80,19,
32440,广东,清远,441800,2022.12.04,269,0,17,51,0,0,293,24,
33483,广东,韶关,440200,2022.12.04,207,0,40,16,0,0,220,12,1
34525,广东,揭阳,445200,2022.12.04,6,0,1,105,0,0,17,11,
35569,广东,汕尾,441500,2022.12.04,11,0,0,58,0,0,24,13,
36613,广东,潮州,445100,2022.12.04,45,0,4,1,0,0,52,7,
37657,广东,河源,441600,2022.12.04,73,0,6,38,0,0,82,9,
38700,广东,云浮,445300,2022.12.04,38,0,6,15,0,0,45,7,
39112,浙江,杭州,330100,2022.12.04,336,0,44,69,0,0,881,545,
40161,浙江,宁波,330200,2022.12.04,195,0,31,41,0,0,604,409,
41209,浙江,温州,330300,2022.12.04,201,0,24,30,0,0,778,576,1
42258,浙江,湖州,330500,2022.12.04,139,0,23,32,0,0,176,37,
43307,浙江,嘉兴,330400,2022.12.04,0,0,0,64,0,0,178,178,
44356,浙江,绍兴,330600,2022.12.04,180,0,33,40,0,0,634,454,
45405,浙江,金华,330700,2022.12.04,27,0,1,70,0,0,267,240,
46454,浙江,衢州,330800,2022.12.04,113,0,14,9,0,0,231,118,
47503,浙江,舟山,330900,2022.12.04,26,0,5,1,0,0,56,30,
48552,浙江,台州,331000,2022.12.04,128,0,2,43,0,0,280,152,
49601,浙江,丽水,331100,2022.12.04,15,0,3,9,0,0,38,23,
50650,河南,开封,410200,2022.12.04,0,0,0,3,0,0,58,58,
51693,河南,驻马店,411700,2022.12.04,0,0,0,0,0,0,163,163,
52736,河南,周口,411600,2022.12.04,0,0,0,6,0,0,184,183,1
53779,河南,郑州,410100,2022.12.04,2960,0,119,196,0,0,4909,1943,6
54822,河南,许昌,411000,2022.12.04,4,0,0,0,0,0,578,573,1
55865,河南,信阳,411500,2022.12.04,1,0,0,5,0,0,298,295,2
56908,河南,商丘,411400,2022.12.04,2,0,0,0,0,0,116,111,3
57951,河南,漯河,411100,2022.12.04,9,0,0,0,0,0,55,46,
58994,河南,安阳,410500,2022.12.04,3,0,0,4,0,0,582,579,
60037,河南,濮阳,410900,2022.12.04,3,0,0,0,0,0,45,42,
61076,河南,焦作,410800,2022.12.04,0,0,0,0,0,0,46,45,1
62119,河南,南阳,411300,2022.12.04,0,0,0,0,0,0,162,159,3
63159,河南,平顶山,410400,2022.12.04,0,0,0,0,0,0,72,71,1
64202,河南,新乡,410700,2022.12.04,0,0,0,0,0,0,57,54,3
65245,河南,洛阳,410300,2022.12.04,1,0,0,2,0,0,55,53,1
66288,河南,鹤壁,410600,2022.12.04,4,0,1,2,0,0,29,25,
67331,河南,三门峡,411200,2022.12.04,1,0,0,0,0,0,11,9,1
68373,河南,济源,419001,2022.12.04,32,0,0,4,0,0,39,7,
69410,湖南,娄底,431300,2022.12.04,54,0,9,42,0,0,140,86,
70456,湖南,邵阳,430500,2022.12.04,135,0,1,69,0,0,332,196,1
71503,湖南,长沙,430100,2022.12.04,136,0,22,128,0,0,411,273,2
72550,湖南,衡阳,430400,2022.12.04,30,0,0,9,0,0,83,53,
73597,湖南,株洲,430200,2022.12.04,81,0,4,28,0,0,191,110,
74644,湖南,湘潭,430300,2022.12.04,68,0,12,26,0,0,109,41,
75691,湖南,岳阳,430600,2022.12.04,40,0,2,2,0,0,204,163,1
76738,湖南,常德,430700,2022.12.04,17,0,0,19,0,0,99,82,
77785,湖南,张家界,430800,2022.12.04,71,0,12,9,0,0,148,77,
78832,湖南,益阳,430900,2022.12.04,30,0,4,29,0,0,99,69,
79879,湖南,郴州,431000,2022.12.04,96,0,17,34,0,0,136,40,
80926,湖南,永州,431100,2022.12.04,21,0,0,19,0,0,66,45,
81973,湖南,怀化,431200,2022.12.04,83,0,0,10,0,0,148,65,
83020,湖南,湘西州,,2022.12.04,18,0,0,28,0,0,31,13,
84062,安徽,安庆,340800,2022.12.04,0,0,0,9,0,0,87,87,
85107,安徽,宿州,341300,2022.12.04,0,0,0,15,0,0,423,423,
86152,安徽,蚌埠,340300,2022.12.04,4,0,0,39,0,0,221,212,5
87197,安徽,六安,341500,2022.12.04,0,0,0,34,0,0,85,85,
88242,安徽,淮南,340400,2022.12.04,0,0,0,8,0,0,37,37,
89287,安徽,阜阳,341200,2022.12.04,0,0,0,30,0,0,168,168,
90332,安徽,合肥,340100,2022.12.04,19,0,2,27,0,0,225,205,1
91379,安徽,马鞍山,340500,2022.12.04,0,0,0,34,0,0,41,41,
92424,安徽,芜湖,340200,2022.12.04,3,0,0,23,0,0,43,40,
93469,安徽,铜陵,340700,2022.12.04,10,0,1,14,0,0,43,33,
94514,安徽,亳州,341600,2022.12.04,0,0,0,17,0,0,108,108,
95559,安徽,黄山,341000,2022.12.04,0,0,0,0,0,0,9,9,
96604,安徽,滁州,341100,2022.12.04,0,0,0,12,0,0,15,15,
97649,安徽,宣城,341800,2022.12.04,63,0,10,24,0,0,72,9,
98694,安徽,淮北,340600,2022.12.04,2,0,1,6,0,0,50,48,
99739,安徽,池州,341700,2022.12.04,3,0,0,25,0,0,24,21,
100783,四川,成都,510100,2022.12.04,2613,0,146,261,0,0,6425,3808,4
101827,四川,内江,511000,2022.12.04,59,0,0,17,0,0,377,317,1
102872,四川,宜宾,511500,2022.12.04,183,0,3,26,0,0,309,126,
103916,四川,绵阳,510700,2022.12.04,166,0,0,20,0,0,229,63,
104961,四川,自贡,510300,2022.12.04,13,0,3,35,0,0,32,19,
106006,四川,攀枝花,510400,2022.12.04,3,0,0,5,0,0,21,18,
107051,四川,泸州,510500,2022.12.04,70,0,2,9,0,0,133,63,
108096,四川,德阳,510600,2022.12.04,213,0,0,13,0,0,263,50,
109141,四川,广元,510800,2022.12.04,28,0,0,23,0,0,48,20,
110185,四川,遂宁,510900,2022.12.04,135,0,0,7,0,0,171,36,
111230,四川,乐山,511100,2022.12.04,73,0,5,5,0,0,88,15,
112275,四川,南充,511300,2022.12.04,6,0,0,17,0,0,82,76,
113320,四川,广安,511600,2022.12.04,36,0,2,6,0,0,294,258,
114365,四川,达州,511700,2022.12.04,0,0,0,6,0,0,49,49,
115410,四川,巴中,511900,2022.12.04,69,0,1,15,0,0,113,44,
116455,四川,雅安,511800,2022.12.04,12,0,1,10,0,0,20,8,
117500,四川,眉山,511400,2022.12.04,62,0,2,41,0,0,99,37,
118545,四川,资阳,512000,2022.12.04,5,0,0,1,0,0,48,43,
119589,四川,阿坝州,,2022.12.04,145,0,1,39,0,0,215,70,
120634,四川,甘孜州,,2022.12.04,8,0,0,1,0,0,102,94,
121679,四川,凉山州,,2022.12.04,92,0,2,6,0,0,122,30,
122724,山东,菏泽,371700,2022.12.04,1,0,0,37,0,0,42,41,
123771,山东,济南,370100,2022.12.04,374,0,17,158,0,0,607,232,1
124818,山东,青岛,370200,2022.12.04,88,0,0,41,0,0,1352,1263,1
125865,山东,滨州,371600,2022.12.04,17,0,0,31,0,0,239,222,
126912,山东,德州,371400,2022.12.04,0,0,0,21,0,0,119,117,2
127959,山东,淄博,370300,2022.12.04,18,0,0,37,0,0,98,79,1
129005,山东,烟台,370600,2022.12.04,4,0,0,24,0,0,103,99,
130052,山东,威海,371000,2022.12.04,28,0,2,25,0,0,140,111,1
131099,山东,聊城,371500,2022.12.04,54,0,1,20,0,0,105,51,
132145,山东,枣庄,370400,2022.12.04,3,0,0,15,0,0,68,65,
133191,山东,潍坊,370700,2022.12.04,1,0,0,31,0,0,54,53,
134237,山东,济宁,370800,2022.12.04,3,0,0,45,0,0,305,302,
135284,山东,泰安,370900,2022.12.04,74,0,1,34,0,0,144,68,2
136330,山东,日照,371100,2022.12.04,3,0,0,46,0,0,40,37,
137377,山东,临沂,371300,2022.12.04,38,0,1,40,0,0,135,97,
138424,山东,东营,370500,2022.12.04,3,0,1,18,0,0,6,3,
138836,吉林,吉林,220200,2022.12.04,0,0,0,20,0,0,14097,14094,3
139884,吉林,长春,220100,2022.12.04,4,0,1,89,0,0,25192,25188,
140933,吉林,延边州,,2022.12.04,7,0,0,6,0,0,206,199,
141982,吉林,四平,220300,2022.12.04,19,0,0,28,0,0,264,244,1
143031,吉林,白城,220800,2022.12.04,3,0,1,31,0,0,148,145,
144067,吉林,辽源,220400,2022.12.04,0,0,0,15,0,0,9,9,
145105,吉林,松原,220700,2022.12.04,63,0,7,145,0,0,96,33,
146153,吉林,通化,220500,2022.12.04,0,0,0,6,0,0,314,313,1
147202,吉林,白山,220600,2022.12.04,1,0,0,6,0,0,25,24,
148251,福建,莆田,350300,2022.12.04,19,0,5,30,0,0,359,340,
149298,福建,厦门,350200,2022.12.04,267,0,26,15,0,0,735,468,
150346,福建,漳州,350600,2022.12.04,141,0,25,57,0,0,196,55,
151395,福建,泉州,350500,2022.12.04,100,0,6,56,0,0,1342,1242,
152444,福建,福州,350100,2022.12.04,33,0,3,70,0,0,449,415,1
153495,福建,三明,350400,2022.12.04,93,0,13,3,0,0,123,30,
154544,福建,南平,350700,2022.12.04,41,0,11,23,0,0,98,57,
155593,福建,龙岩,350800,2022.12.04,57,0,2,11,0,0,74,17,
156642,福建,宁德,350900,2022.12.04,8,0,3,46,0,0,101,93,
157691,江西,宜春,360900,2022.12.04,0,0,0,15,0,0,109,109,
158735,江西,鹰潭,360600,2022.12.04,0,0,0,0,0,0,48,48,
159780,江西,上饶,361100,2022.12.04,0,0,0,4,0,0,328,328,
160824,江西,南昌,360100,2022.12.04,0,0,0,51,0,0,485,485,
161869,江西,赣州,360700,2022.12.04,0,0,0,0,0,0,76,75,1
162914,江西,九江,360400,2022.12.04,9,0,0,29,0,0,139,130,
163959,江西,抚州,361000,2022.12.04,5,0,1,23,0,0,82,77,
165004,江西,新余,360500,2022.12.04,0,0,0,29,0,0,129,129,
166049,江西,吉安,360800,2022.12.04,0,0,0,8,0,0,44,44,
167094,江西,景德镇,360200,2022.12.04,3,0,0,9,0,0,9,6,
168139,江西,萍乡,360300,2022.12.04,0,0,0,2,0,0,39,39,
169184,江苏,扬州,321000,2022.12.04,2,0,0,31,0,0,596,594,
170223,江苏,南京,320100,2022.12.04,227,0,0,78,0,0,779,552,
171263,江苏,无锡,320200,2022.12.04,99,0,2,29,0,0,202,103,
172302,江苏,徐州,320300,2022.12.04,20,0,2,54,0,0,180,160,
173341,江苏,常州,320400,2022.12.04,3,0,0,42,0,0,87,84,
174380,江苏,苏州,320500,2022.12.04,42,0,12,69,0,0,270,228,
175421,江苏,南通,320600,2022.12.04,26,0,6,31,0,0,67,41,
176460,江苏,连云港,320700,2022.12.04,186,0,2,28,0,0,391,205,
177498,江苏,淮安,320800,2022.12.04,21,0,1,24,0,0,104,83,
178537,江苏,盐城,320900,2022.12.04,110,0,1,24,0,0,178,68,
179576,江苏,镇江,321100,2022.12.04,17,0,0,41,0,0,41,24,
180615,江苏,泰州,321200,2022.12.04,24,0,2,30,0,0,71,47,
181654,江苏,宿迁,321300,2022.12.04,49,0,1,65,0,0,79,30,
182693,广西,南宁,450100,2022.12.04,1,0,0,18,0,0,71,70,
183743,广西,北海,450500,2022.12.04,1,0,0,20,0,0,597,595,1
184792,广西,桂林,450300,2022.12.04,34,0,4,40,0,0,69,35,
185842,广西,百色,451000,2022.12.04,0,0,0,22,0,0,284,284,
186892,广西,崇左,451400,2022.12.04,1,0,1,10,0,0,34,33,
187304,广西,防城港,450600,2022.12.04,0,0,0,6,0,0,149,149,
188354,广西,钦州,450700,2022.12.04,0,0,0,30,0,0,27,27,
189404,广西,柳州,450200,2022.12.04,0,0,0,15,0,0,24,24,
190454,广西,梧州,450400,2022.12.04,0,0,0,23,0,0,21,21,
191503,广西,贵港,450800,2022.12.04,2,0,0,13,0,0,12,10,
192553,广西,玉林,450900,2022.12.04,0,0,0,27,0,0,15,15,
193602,广西,河池,451200,2022.12.04,1,0,0,70,0,0,32,30,1
194652,广西,贺州,451100,2022.12.04,1,0,0,35,0,0,5,4,
195702,广西,来宾,451300,2022.12.04,28,0,0,49,0,0,39,11,
196751,海南,海口,460100,2022.12.04,102,0,24,42,0,0,244,142,
197786,海南,三亚,460200,2022.12.04,72,0,10,42,0,0,6795,6722,1
198821,海南,儋州,460400,2022.12.04,5,0,1,10,0,0,477,471,1
199856,海南,万宁,469006,2022.12.04,11,0,2,15,0,0,279,268,
200891,海南,琼海,469002,2022.12.04,5,0,0,18,0,0,25,19,1
201926,海南,东方,469007,2022.12.04,10,0,1,0,0,0,417,406,1
202961,海南,临高县,469024,2022.12.04,4,0,0,4,0,0,200,196,
203996,海南,定安县,469021,2022.12.04,6,0,0,2,0,0,12,5,1
205031,海南,昌江,469026,2022.12.04,1,0,0,3,0,0,9,8,
206066,海南,澄迈县,469023,2022.12.04,25,0,10,5,0,0,65,39,1
207100,海南,陵水,469028,2022.12.04,31,0,6,11,0,0,240,209,
208134,海南,琼中,469030,2022.12.04,1,0,0,1,0,0,2,1,
209168,海南,乐东,469027,2022.12.04,15,0,3,6,0,0,461,446,
210203,海南,文昌,469005,2022.12.04,19,0,2,5,0,0,28,9,
211228,海南,保亭,469029,2022.12.04,0,0,0,5,0,0,3,3,
212252,海南,五指山,469001,2022.12.04,9,0,0,1,0,0,16,7,
212743,海南,屯昌县,469022,2022.12.04,1,0,0,2,0,0,1,,
213234,海南,白沙,469025,2022.12.04,1,0,0,0,0,0,1,,
213725,陕西,西安,610100,2022.12.04,265,0,2,379,0,0,2829,2561,3
214769,陕西,安康,610900,2022.12.04,220,0,4,73,0,0,254,34,
215813,陕西,渭南,610500,2022.12.04,269,0,11,103,0,0,332,63,
216857,陕西,汉中,610700,2022.12.04,225,0,12,19,0,0,314,89,
217901,陕西,宝鸡,610300,2022.12.04,0,0,0,39,0,0,261,261,
218945,陕西,咸阳,610400,2022.12.04,28,0,0,98,0,0,64,36,
219989,陕西,延安,610600,2022.12.04,39,0,0,59,0,0,74,35,
221033,陕西,铜川,610200,2022.12.04,28,0,3,8,0,0,55,27,
222077,陕西,商洛,611000,2022.12.04,0,0,0,58,0,0,99,99,
223121,陕西,榆林,610800,2022.12.04,248,0,2,165,0,0,302,54,
224163,河北,邯郸,130400,2022.12.04,10,0,0,2,0,0,74,64,
225212,河北,石家庄,130100,2022.12.04,601,0,1,146,0,0,1722,1120,1
226261,河北,保定,130600,2022.12.04,7,0,0,0,0,0,65,58,
227310,河北,邢台,130500,2022.12.04,5,0,0,2,0,0,143,137,1
228359,河北,廊坊,131000,2022.12.04,16,0,0,5,0,0,335,319,
229408,河北,沧州,130900,2022.12.04,9,0,0,1,0,0,147,135,3
230456,河北,衡水,131100,2022.12.04,6,0,0,1,0,0,20,14,
231505,河北,承德,130800,2022.12.04,1,0,0,2,0,0,9,8,
232554,河北,唐山,130200,2022.12.04,0,0,0,0,0,0,96,95,1
233603,河北,张家口,130700,2022.12.04,0,0,0,0,0,0,43,43,
234652,河北,秦皇岛,130300,2022.12.04,2,0,0,36,0,0,24,21,1
235701,黑龙江,哈尔滨,230100,2022.12.04,705,0,63,526,0,0,2454,1745,4
236746,黑龙江,牡丹江,231000,2022.12.04,32,0,18,29,0,0,136,104,
237792,黑龙江,绥化,231200,2022.12.04,47,0,2,99,0,0,670,619,4
238838,黑龙江,黑河,231100,2022.12.04,29,0,0,64,0,0,345,316,
239883,黑龙江,鸡西,230300,2022.12.04,3,0,1,29,0,0,58,55,
240929,黑龙江,齐齐哈尔,230200,2022.12.04,171,0,28,189,0,0,228,56,1
241974,黑龙江,佳木斯,230800,2022.12.04,78,0,3,74,0,0,233,155,
243020,黑龙江,大庆,230600,2022.12.04,4,0,0,63,0,0,156,151,1
244066,黑龙江,双鸭山,230500,2022.12.04,14,0,0,18,0,0,68,51,3
245112,黑龙江,七台河,230900,2022.12.04,3,0,0,13,0,0,22,19,
246158,黑龙江,鹤岗,230400,2022.12.04,0,0,0,24,0,0,5,5,
247204,黑龙江,大兴安岭,232700,2022.12.04,9,0,2,8,0,0,13,4,
248250,黑龙江,伊春,230700,2022.12.04,0,0,0,31,0,0,1,1,
249295,辽宁,本溪,210500,2022.12.04,6,0,0,6,0,0,22,16,
250342,辽宁,锦州,210700,2022.12.04,9,0,0,28,0,0,29,20,
251389,辽宁,丹东,210600,2022.12.04,5,0,0,6,0,0,101,96,
252436,辽宁,沈阳,210100,2022.12.04,362,0,34,74,0,0,638,276,
253483,辽宁,营口,210800,2022.12.04,0,0,0,0,0,0,218,218,
254530,辽宁,鞍山,210300,2022.12.04,21,0,0,12,0,0,40,19,
255577,辽宁,葫芦岛,211400,2022.12.04,2,0,0,9,0,0,229,226,1
256621,辽宁,大连,210200,2022.12.04,21,0,0,110,0,0,686,665,
257668,辽宁,阜新,210900,2022.12.04,25,0,1,8,0,0,35,10,
258715,辽宁,辽阳,211000,2022.12.04,2,0,0,17,0,0,14,12,
259762,辽宁,铁岭,211200,2022.12.04,140,0,8,3,0,0,170,30,
260809,辽宁,朝阳,211300,2022.12.04,20,0,0,13,0,0,47,26,1
261855,辽宁,盘锦,211100,2022.12.04,53,0,12,25,0,0,67,14,
262901,云南,普洱,530800,2022.12.04,15,0,4,3,0,0,27,12,
263943,云南,德宏州,,2022.12.04,130,0,0,6,0,0,520,390,
264986,云南,临沧,530900,2022.12.04,12,0,0,3,0,0,25,13,
266026,云南,西双版纳,532800,2022.12.04,70,0,0,19,0,0,122,51,1
267069,云南,昆明,530100,2022.12.04,914,0,27,282,0,0,989,75,
268112,云南,昭通,530600,2022.12.04,461,0,12,62,0,0,487,26,
269155,云南,玉溪,530400,2022.12.04,16,0,1,36,0,0,30,13,1
270198,云南,曲靖,530300,2022.12.04,29,0,1,65,0,0,44,15,
271241,云南,大理州,,2022.12.04,121,0,0,36,0,0,134,13,
272279,云南,保山,530500,2022.12.04,44,0,3,12,0,0,55,11,
273322,云南,红河州,,2022.12.04,120,0,10,19,0,0,159,39,
274364,云南,丽江,530700,2022.12.04,40,0,1,20,0,0,47,7,
275407,云南,楚雄州,,2022.12.04,25,0,0,18,0,0,29,4,
276445,云南,文山州,,2022.12.04,12,0,2,28,0,0,25,13,
277481,云南,迪庆州,,2022.12.04,67,0,10,4,0,0,67,,
277893,山西,晋中,140700,2022.12.04,8,0,2,147,0,0,143,135,
278933,山西,太原,140100,2022.12.04,209,0,12,283,0,0,748,539,
279974,山西,运城,140800,2022.12.04,59,0,6,83,0,0,283,224,
281016,山西,朔州,140600,2022.12.04,199,0,1,124,0,0,496,297,
282058,山西,大同,140200,2022.12.04,737,0,11,181,0,0,1321,584,
283100,山西,忻州,140900,2022.12.04,21,0,0,197,0,0,137,116,
284138,山西,阳泉,140300,2022.12.04,304,0,0,6,0,0,515,211,
285180,山西,长治,140400,2022.12.04,102,0,11,39,0,0,114,12,
286222,山西,晋城,140500,2022.12.04,273,0,5,55,0,0,310,37,
287260,山西,临汾,141000,2022.12.04,199,0,9,40,0,0,284,85,
288300,山西,吕梁,141100,2022.12.04,137,0,1,206,0,0,382,245,
289341,甘肃,兰州,620100,2022.12.04,67,0,0,231,0,0,1049,980,2
290388,甘肃,临夏州,,2022.12.04,0,0,0,1,0,0,82,82,
291431,甘肃,甘南州,,2022.12.04,0,0,0,0,0,0,49,49,
292466,甘肃,天水,620500,2022.12.04,0,0,0,0,0,0,57,57,
293511,甘肃,白银,620400,2022.12.04,0,0,0,0,0,0,29,29,
294556,甘肃,酒泉,620900,2022.12.04,0,0,0,0,0,0,1,1,
294968,甘肃,张掖,620700,2022.12.04,0,0,0,0,0,0,19,19,
296012,甘肃,定西,621100,2022.12.04,0,0,0,0,0,0,15,15,
297057,甘肃,平凉,620800,2022.12.04,0,0,0,0,0,0,9,9,
298102,甘肃,陇南,621200,2022.12.04,17,0,0,0,0,0,33,16,
299147,甘肃,庆阳,621000,2022.12.04,0,0,0,0,0,0,8,8,
300180,甘肃,金昌,620300,2022.12.04,0,0,0,0,0,0,1,1,
301219,甘肃,嘉峪关,620200,2022.12.04,0,0,0,0,0,0,5,5,
301631,甘肃,武威,620600,2022.12.04,0,0,0,0,0,0,8,8,
302043,内蒙古,呼和浩特,150100,2022.12.04,439,0,54,79,0,0,4456,4017,
303088,内蒙古,乌兰察布,150900,2022.12.04,3,0,0,21,0,0,101,98,
304134,内蒙古,巴彦淖尔,150800,2022.12.04,0,0,0,17,0,0,46,45,1
305180,内蒙古,包头,150200,2022.12.04,0,0,0,15,0,0,213,213,
306226,内蒙古,呼伦贝尔,150700,2022.12.04,100,0,0,39,0,0,840,740,
307272,内蒙古,兴安盟,152200,2022.12.04,4,0,0,26,0,0,40,36,
308316,内蒙古,通辽,150500,2022.12.04,0,0,0,13,0,0,33,33,
309362,内蒙古,赤峰,150400,2022.12.04,67,0,2,16,0,0,537,470,
310408,内蒙古,阿拉善盟,152900,2022.12.04,0,0,0,6,0,0,177,177,
310823,内蒙古,锡林郭勒盟,152500,2022.12.04,1,0,0,63,0,0,444,443,
311868,内蒙古,鄂尔多斯,150600,2022.12.04,110,0,9,73,0,0,448,338,
312914,内蒙古,乌海,150300,2022.12.04,0,0,0,12,0,0,21,21,
313960,贵州,黔西南州,,2022.12.04,2,0,0,6,0,0,16,14,
315001,贵州,贵阳,520100,2022.12.04,65,0,9,62,0,0,407,341,1
316042,贵州,遵义,520300,2022.12.04,80,0,2,23,0,0,202,122,
317081,贵州,六盘水,520200,2022.12.04,10,0,1,22,0,0,26,15,1
318121,贵州,毕节,520500,2022.12.04,16,0,3,81,0,0,590,574,
319160,贵州,铜仁,520600,2022.12.04,11,0,2,18,0,0,41,30,
320200,贵州,黔东南州,,2022.12.04,8,0,1,3,0,0,28,20,
321238,贵州,黔南州,,2022.12.04,18,0,2,12,0,0,55,37,
322279,西藏,拉萨,540100,2022.12.04,10,0,0,9,0,0,778,768,
323326,西藏,日喀则,540200,2022.12.04,4,0,0,0,0,0,241,237,
324369,西藏,昌都,540300,2022.12.04,20,0,0,0,0,0,263,243,
325412,西藏,山南,540500,2022.12.04,0,0,0,0,0,0,14,14,
326455,西藏,那曲地区,,2022.12.04,4,0,0,6,0,0,91,87,
327498,西藏,阿里地区,542500,2022.12.04,2,0,0,0,0,0,19,17,
328541,青海,西宁,630100,2022.12.04,65,0,0,330,0,0,359,294,
329580,青海,海北州,,2022.12.04,2,0,0,63,0,0,9,7,
330614,青海,海东,630200,2022.12.04,6,0,0,26,0,0,16,10,
331026,青海,黄南州,,2022.12.04,0,0,0,17,0,0,5,5,
331438,青海,海南州,,2022.12.04,1,0,0,33,0,0,6,5,
331850,青海,果洛州,,2022.12.04,2,0,0,2,0,0,2,,
332262,青海,玉树州,,2022.12.04,3,0,0,10,0,0,8,5,
332674,青海,海西州,,2022.12.04,1,0,0,0,0,0,48,47,
333086,新疆,乌鲁木齐,650100,2022.12.04,447,0,1,41,0,0,1868,1421,
334133,新疆,巴州,,2022.12.04,0,0,0,3,0,0,44,44,
335166,新疆,昌吉州,,2022.12.04,0,0,0,0,0,0,11,11,
336202,新疆,伊犁州,,2022.12.04,73,0,0,0,0,0,188,115,
337247,新疆,吐鲁番,650400,2022.12.04,0,0,0,0,0,0,31,31,
338294,新疆,阿克苏地区,652900,2022.12.04,0,0,0,0,0,0,1,1,
339341,新疆,五家渠,659004,2022.12.04,0,0,0,0,0,0,2,2,
340377,新疆,石河子,659001,2022.12.04,0,0,0,0,0,0,4,3,1
341424,新疆,喀什地区,653100,2022.12.04,101,0,4,268,0,0,231,130,
342295,新疆,克州,,2022.12.04,4,0,0,0,0,0,4,,
343058,新疆,哈密,650500,2022.12.04,0,0,0,21,0,0,8,8,
343490,新疆,博州,,2022.12.04,0,0,0,0,0,0,1,1,
343969,新疆,和田地区,653200,2022.12.04,83,0,5,288,0,0,141,58,
344401,新疆,塔城地区,654200,2022.12.04,0,0,0,0,0,0,13,13,
344833,宁夏,银川,640100,2022.12.04,4,0,1,205,0,0,93,89,
345879,宁夏,吴忠,640300,2022.12.04,0,0,0,49,0,0,50,50,
346924,宁夏,石嘴山,640200,2022.12.04,0,0,0,12,0,0,2,2,
347958,宁夏,固原,640400,2022.12.04,0,0,0,46,0,0,9,9,
349003,宁夏,中卫,640500,2022.12.04,0,0,0,16,0,0,80,80,
1,湖北,武汉,420100,2022.12.05,255,0,23,280,0,0,50723,46599,3869
1048,湖北,黄冈,421100,2022.12.05,0,0,0,11,0,0,2913,2788,125
2097,湖北,孝感,420900,2022.12.05,0,0,0,2,0,0,3518,3389,129
3146,湖北,荆门,420800,2022.12.05,0,0,0,11,0,0,971,930,41
4195,湖北,咸宁,421200,2022.12.05,0,0,0,6,0,0,836,821,15
5244,湖北,荆州,421000,2022.12.05,0,0,0,9,0,0,1582,1530,52
6293,湖北,襄阳,420600,2022.12.05,0,0,0,26,0,0,1190,1150,40
7342,湖北,随州,421300,2022.12.05,0,0,0,7,0,0,1307,1262,45
8391,湖北,十堰,420300,2022.12.05,0,0,0,5,0,0,674,666,8
9440,湖北,鄂州,420700,2022.12.05,0,0,0,14,0,0,1395,1336,59
10489,湖北,黄石,420200,2022.12.05,0,0,0,11,0,0,1016,977,39
11538,湖北,宜昌,420500,2022.12.05,0,0,0,12,0,0,932,895,37
12587,湖北,恩施州,,2022.12.05,0,0,0,5,0,0,255,248,7
13634,湖北,仙桃,429004,2022.12.05,0,0,0,5,0,0,575,553,22
14682,湖北,天门,429006,2022.12.05,0,0,0,4,0,0,498,483,15
15730,湖北,潜江,429005,2022.12.05,0,0,0,6,0,0,200,191,9
16778,湖北,神农架林区,429021,2022.12.05,1,0,0,1,0,0,12,11,
17822,广东,广州,440100,2022.12.05,16462,0,1505,2262,0,0,32583,16120,1
18868,广东,深圳,440300,2022.12.05,1070,0,131,92,0,0,5767,4694,3
19914,广东,佛山,440600,2022.12.05,767,0,18,165,0,0,1239,472,
20959,广东,湛江,440800,2022.12.05,805,0,93,54,0,0,1109,304,
22004,广东,东莞,441900,2022.12.05,363,0,0,90,0,0,859,495,1
23045,广东,中山,442000,2022.12.05,285,0,4,123,0,0,440,155,
24089,广东,惠州,441300,2022.12.05,291,0,42,70,0,0,447,156,
25134,广东,珠海,440400,2022.12.05,205,0,18,25,0,0,671,465,1
26178,广东,阳江,441700,2022.12.05,171,0,26,13,0,0,224,53,
27220,广东,汕头,440500,2022.12.05,499,0,34,59,0,0,537,38,
28264,广东,江门,440700,2022.12.05,194,0,36,34,0,0,357,163,
29308,广东,茂名,440900,2022.12.05,592,0,83,15,0,0,745,153,
30352,广东,肇庆,441200,2022.12.05,495,0,25,39,0,0,550,54,1
31396,广东,梅州,441400,2022.12.05,61,0,0,46,0,0,80,19,
32439,广东,清远,441800,2022.12.05,290,0,21,69,0,0,314,24,
33482,广东,韶关,440200,2022.12.05,241,0,34,33,0,0,254,12,1
34524,广东,揭阳,445200,2022.12.05,7,0,1,112,0,0,18,11,
35568,广东,汕尾,441500,2022.12.05,11,0,0,43,0,0,24,13,
36612,广东,潮州,445100,2022.12.05,79,0,34,11,0,0,86,7,
37656,广东,河源,441600,2022.12.05,82,0,9,39,0,0,91,9,
38699,广东,云浮,445300,2022.12.05,44,0,6,27,0,0,51,7,
