,省,省（代码）,日期,现存确诊,新增确诊,本土新增确诊,无症状(只有本土),新增境外输入(阳性),新增治愈,新增死亡,累计确诊,累计治愈,累计死亡,累计境外输入(阳性)
357,北京,110000,2021/12/14,10,0,,,,0,0,1198,1179,9,
358,北京,110000,2021/12/13,10,0,,,,0,0,1198,1179,9,
359,北京,110000,2021/12/12,10,2,,,,0,0,1198,1179,9,
360,北京,110000,2021/12/11,8,0,,,,0,0,1196,1179,9,
361,北京,110000,2021/12/10,8,0,,,,0,0,1196,1179,9,
362,北京,110000,2021/12/9,8,1,,,,0,0,1196,1179,9,
363,北京,110000,2021/12/8,7,0,,,,1,0,1195,1179,9,
364,北京,110000,2021/12/7,8,0,,,,1,0,1195,1178,9,
365,北京,110000,2021/12/6,9,1,,,14,0,0,1195,1177,9,1476
366,北京,110000,2021/12/5,8,0,,,2,1,0,1194,1177,9,1462
367,北京,110000,2021/12/4,9,0,,,10,0,0,1194,1176,9,1460
368,北京,110000,2021/12/3,9,0,,,4,1,0,1194,1176,9,1450
369,北京,110000,2021/12/2,10,3,,,2,1,0,1194,1175,9,1446
370,北京,110000,2021/12/1,8,0,,,6,0,0,1191,1174,9,1444
371,北京,110000,2021/11/30,8,0,,,12,1,0,1191,1174,9,1438
372,北京,110000,2021/11/29,9,0,,,3,1,0,1191,1173,9,1426
373,北京,110000,2021/11/28,10,0,,,16,0,0,1191,1172,9,1423
374,北京,110000,2021/11/27,10,0,,,16,0,0,1191,1172,9,1407
375,北京,110000,2021/11/26,10,0,,,3,0,0,1191,1172,9,1391
376,北京,110000,2021/11/25,10,0,,,1,3,0,1191,1172,9,1388
377,北京,110000,2021/11/24,13,0,,,8,0,0,1191,1169,9,1387
378,北京,110000,2021/11/23,13,0,,,8,7,0,1191,1169,9,1379
379,北京,110000,2021/11/22,20,0,,,8,2,0,1191,1162,9,1371
380,北京,110000,2021/11/21,22,0,,,0,5,0,1191,1160,9,1363
381,北京,110000,2021/11/20,27,1,,,8,1,0,1191,1155,9,1363
382,北京,110000,2021/11/19,27,0,,,5,5,0,1190,1154,9,1355
383,北京,110000,2021/11/18,32,0,,,0,0,0,1190,1149,9,1350
384,北京,110000,2021/11/17,32,3,,,1,3,0,1190,1149,9,1350
385,北京,110000,2021/11/16,32,1,,,0,5,0,1187,1146,9,1349
386,北京,110000,2021/11/15,36,1,,,5,3,0,1186,1141,9,1349
387,北京,110000,2021/11/14,38,0,,,2,3,0,1185,1138,9,1344
388,北京,110000,2021/11/13,41,0,,,3,5,0,1185,1135,9,1342
389,北京,110000,2021/11/12,46,2,,,1,2,0,1185,1130,9,1339
390,北京,110000,2021/11/11,46,4,,,2,7,0,1183,1128,9,1338
391,北京,110000,2021/11/10,49,2,,,0,0,0,1179,1121,9,1336
392,北京,110000,2021/11/9,47,1,,,4,0,0,1177,1121,9,1336
393,北京,110000,2021/11/8,46,1,,,6,0,0,1176,1121,9,1332
394,北京,110000,2021/11/7,45,1,,,5,2,0,1175,1121,9,1326
395,北京,110000,2021/11/6,46,1,,,3,1,0,1174,1119,9,1321
396,北京,110000,2021/11/5,46,0,,,6,0,0,1173,1118,9,1318
397,北京,110000,2021/11/4,46,0,,,4,1,0,1173,1118,9,1312
398,北京,110000,2021/11/3,47,0,,,6,1,0,1173,1117,9,1308
399,北京,110000,2021/11/2,48,9,,,6,0,0,1173,1116,9,1302
400,北京,110000,2021/11/1,39,2,,,5,1,0,1164,1116,9,1296
401,北京,110000,2021/10/31,38,0,,,12,1,0,1162,1115,9,1291
402,北京,110000,2021/10/30,39,1,,,2,1,0,1162,1114,9,1279
403,北京,110000,2021/10/29,39,4,,,5,0,0,1161,1113,9,1277
404,北京,110000,2021/10/28,35,3,,,5,0,0,1157,1113,9,1272
405,北京,110000,2021/10/27,32,4,,,5,0,0,1154,1113,9,1267
406,北京,110000,2021/10/26,28,3,,,3,0,0,1150,1113,9,1262
407,北京,110000,2021/10/25,25,4,,,7,0,0,1147,1113,9,1259
408,北京,110000,2021/10/24,21,2,,,1,1,0,1143,1113,9,1252
409,北京,110000,2021/10/23,20,5,,,6,1,0,1141,1112,9,1251
410,北京,110000,2021/10/22,16,6,,,4,0,0,1136,1111,9,1245
411,北京,110000,2021/10/21,10,1,,,7,0,0,1130,1111,9,1241
412,北京,110000,2021/10/20,9,0,,,3,0,0,1129,1111,9,1234
413,北京,110000,2021/10/19,9,1,,,5,0,0,1129,1111,9,1231
414,北京,110000,2021/10/18,8,0,,,3,1,0,1128,1111,9,1226
415,北京,110000,2021/10/17,9,0,,,3,0,0,1128,1110,9,1223
416,北京,110000,2021/10/16,9,1,,,6,0,0,1128,1110,9,1220
417,北京,110000,2021/10/15,8,0,,,11,1,0,1127,1110,9,1214
418,北京,110000,2021/10/14,9,0,,,8,0,0,1127,1109,9,1203
419,北京,110000,2021/10/13,9,0,,,2,1,0,1127,1109,9,1195
420,北京,110000,2021/10/12,10,1,,,2,0,0,1127,1108,9,1193
421,北京,110000,2021/10/11,9,0,,,3,0,0,1126,1108,9,1191
422,北京,110000,2021/10/10,9,0,,,3,1,0,1126,1108,9,1188
423,北京,110000,2021/10/9,10,0,,,5,3,0,1126,1107,9,1185
424,北京,110000,2021/10/8,13,0,,,9,0,0,1126,1104,9,1180
425,北京,110000,2021/10/7,13,0,,,7,0,0,1126,1104,9,1171
426,北京,110000,2021/10/6,13,1,,,5,0,0,1126,1104,9,1164
427,北京,110000,2021/10/5,12,0,,,8,0,0,1125,1104,9,1159
428,北京,110000,2021/10/4,12,0,,,5,0,0,1125,1104,9,1151
429,北京,110000,2021/10/3,12,1,,,9,0,0,1125,1104,9,1146
430,北京,110000,2021/10/2,11,0,,,4,1,0,1124,1104,9,1137
431,北京,110000,2021/10/1,12,0,,,5,0,0,1124,1103,9,1133
432,北京,110000,2021/9/30,12,1,,,5,0,0,1124,1103,9,1128
433,北京,110000,2021/9/29,11,0,,,5,0,0,1123,1103,9,1123
434,北京,110000,2021/9/28,11,0,,,5,0,0,1123,1103,9,1118
435,北京,110000,2021/9/27,11,0,,,2,0,0,1123,1103,9,1113
436,北京,110000,2021/9/26,11,3,,,12,0,0,1123,1103,9,1111
437,北京,110000,2021/9/25,8,0,,,3,0,0,1120,1103,9,1099
438,北京,110000,2021/9/24,8,1,,,7,0,0,1120,1103,9,1096
439,北京,110000,2021/9/23,7,0,,,2,0,0,1119,1103,9,1089
440,北京,110000,2021/9/22,7,0,,,1,0,0,1119,1103,9,1087
441,北京,110000,2021/9/21,7,0,,,6,0,0,1119,1103,9,1086
442,北京,110000,2021/9/20,7,0,,,7,1,0,1119,1103,9,1080
443,北京,110000,2021/9/19,8,0,,,8,1,0,1119,1102,9,1073
444,北京,110000,2021/9/18,9,0,,,5,0,0,1119,1101,9,1065
445,北京,110000,2021/9/17,9,0,,,2,2,0,1119,1101,9,1060
446,北京,110000,2021/9/16,11,0,,,7,2,0,1119,1099,9,1058
447,北京,110000,2021/9/15,13,0,,,3,0,0,1119,1097,9,1051
448,北京,110000,2021/9/14,13,0,,,2,0,0,1119,1097,9,1048
449,北京,110000,2021/9/13,13,1,,,2,0,0,1119,1097,9,1046
450,北京,110000,2021/9/12,12,0,,,2,2,0,1118,1097,9,1044
451,北京,110000,2021/9/11,14,0,,,2,0,0,1118,1095,9,1042
452,北京,110000,2021/9/10,14,0,,,3,2,0,1118,1095,9,1040
453,北京,110000,2021/9/9,16,0,,,2,0,0,1118,1093,9,1037
454,北京,110000,2021/9/8,16,0,,,4,1,0,1118,1093,9,1035
455,北京,110000,2021/9/7,17,0,,,6,3,0,1118,1092,9,1031
456,北京,110000,2021/9/6,20,0,,,4,0,0,1118,1089,9,1025
457,北京,110000,2021/9/5,20,0,,,4,0,0,1118,1089,9,1021
458,北京,110000,2021/9/4,20,1,,,3,0,0,1118,1089,9,1017
459,北京,110000,2021/9/3,19,0,,,6,3,0,1117,1089,9,1014
460,北京,110000,2021/9/2,22,0,,,7,1,0,1117,1086,9,1008
461,北京,110000,2021/9/1,23,0,,,1,1,0,1117,1085,9,1001
462,北京,110000,2021/8/31,24,1,,,1,0,0,1117,1084,9,1000
463,北京,110000,2021/8/30,23,1,,,3,0,0,1116,1084,9,999
464,北京,110000,2021/8/29,22,0,,,3,0,0,1115,1084,9,996
465,北京,110000,2021/8/28,22,0,,,1,1,0,1115,1084,9,993
466,北京,110000,2021/8/27,23,0,,,3,2,0,1115,1083,9,992
467,北京,110000,2021/8/26,25,0,,,5,1,0,1115,1081,9,989
468,北京,110000,2021/8/25,26,0,,,4,1,0,1115,1080,9,984
469,北京,110000,2021/8/24,27,0,,,2,1,0,1115,1079,9,980
470,北京,110000,2021/8/23,28,0,,,3,0,0,1115,1078,9,978
471,北京,110000,2021/8/22,28,2,,,3,0,0,1115,1078,9,975
472,北京,110000,2021/8/21,26,1,,,10,0,0,1113,1078,9,972
473,北京,110000,2021/8/20,25,2,,,9,0,0,1112,1078,9,962
474,北京,110000,2021/8/19,23,2,,,10,2,0,1110,1078,9,953
475,北京,110000,2021/8/18,23,1,,,4,3,0,1108,1076,9,943
476,北京,110000,2021/8/17,25,2,,,7,0,0,1107,1073,9,939
477,北京,110000,2021/8/16,23,0,,,21,0,0,1105,1073,9,932
478,北京,110000,2021/8/15,23,2,,,13,0,0,1105,1073,9,911
479,北京,110000,2021/8/14,21,0,,,16,0,0,1103,1073,9,898
480,北京,110000,2021/8/13,21,0,,,15,1,0,1103,1073,9,882
481,北京,110000,2021/8/12,22,0,,,9,0,0,1103,1072,9,867
482,北京,110000,2021/8/11,22,0,,,4,2,0,1103,1072,9,858
483,北京,110000,2021/8/10,24,1,,,7,0,0,1103,1070,9,854
484,北京,110000,2021/8/9,23,0,,,4,1,0,1102,1070,9,847
485,北京,110000,2021/8/8,24,3,,,9,1,0,1102,1069,9,843
486,北京,110000,2021/8/7,22,0,,,4,0,0,1099,1068,9,834
487,北京,110000,2021/8/6,22,0,,,10,0,0,1099,1068,9,830
488,北京,110000,2021/8/5,22,0,,,5,0,0,1099,1068,9,820
489,北京,110000,2021/8/4,22,3,,,3,0,0,1099,1068,9,815
490,北京,110000,2021/8/3,19,0,,,1,1,0,1096,1068,9,812
491,北京,110000,2021/8/2,20,1,,,6,0,0,1096,1067,9,811
492,北京,110000,2021/8/1,19,6,,,3,0,0,1095,1067,9,805
493,北京,110000,2021/7/31,13,0,,,5,0,0,1089,1067,9,802
494,北京,110000,2021/7/30,13,0,,,4,0,0,1089,1067,9,797
495,北京,110000,2021/7/29,13,1,,,5,0,0,1089,1067,9,793
496,北京,110000,2021/7/28,12,1,,,2,1,0,1088,1067,9,788
497,北京,110000,2021/7/27,12,1,,,0,0,0,1087,1066,9,786
498,北京,110000,2021/7/26,11,0,,,0,0,0,1086,1066,9,786
499,北京,110000,2021/7/25,11,1,,,2,0,0,1086,1066,9,786
500,北京,110000,2021/7/24,10,0,,,4,0,0,1085,1066,9,784
501,北京,110000,2021/7/23,10,0,,,2,0,0,1085,1066,9,780
502,北京,110000,2021/7/22,10,0,,,1,1,0,1085,1066,9,778
503,北京,110000,2021/7/21,11,0,,,3,0,0,1085,1065,9,777
504,北京,110000,2021/7/20,11,0,,,2,1,0,1085,1065,9,774
505,北京,110000,2021/7/19,12,1,,,2,0,0,1085,1064,9,772
506,北京,110000,2021/7/18,11,1,,,4,0,0,1084,1064,9,770
507,北京,110000,2021/7/17,10,4,,,1,1,0,1083,1064,9,766
508,北京,110000,2021/7/16,7,0,,,2,0,0,1079,1063,9,765
509,北京,110000,2021/7/15,7,0,,,2,0,0,1079,1063,9,763
510,北京,110000,2021/7/14,7,0,,,0,0,0,1079,1063,9,761
511,北京,110000,2021/7/13,7,0,,,0,0,0,1079,1063,9,761
512,北京,110000,2021/7/12,7,1,,,0,1,0,1079,1063,9,761
513,北京,110000,2021/7/11,7,0,,,0,1,0,1078,1062,9,761
514,北京,110000,2021/7/10,8,0,,,1,0,0,1078,1061,9,761
515,北京,110000,2021/7/9,8,0,,,3,0,0,1078,1061,9,760
516,北京,110000,2021/7/8,8,0,,,0,1,0,1078,1061,9,757
517,北京,110000,2021/7/7,9,0,,,0,0,0,1078,1060,9,757
518,北京,110000,2021/7/6,9,0,,,2,0,0,1078,1060,9,757
519,北京,110000,2021/7/5,9,0,,,2,1,0,1078,1060,9,755
520,北京,110000,2021/7/4,10,0,,,1,1,0,1078,1059,9,753
521,北京,110000,2021/7/3,11,0,,,1,1,0,1078,1058,9,752
522,北京,110000,2021/7/2,12,0,,,1,0,0,1078,1057,9,751
523,北京,110000,2021/7/1,12,0,,,0,0,0,1078,1057,9,750
524,北京,110000,2021/6/30,12,0,,,0,1,0,1078,1057,9,750
525,北京,110000,2021/6/29,13,0,,,2,1,0,1078,1056,9,750
526,北京,110000,2021/6/28,14,0,,,1,1,0,1078,1055,9,748
527,北京,110000,2021/6/27,15,1,,,1,2,0,1078,1054,9,747
528,北京,110000,2021/6/26,16,1,,,0,0,0,1077,1052,9,746
529,北京,110000,2021/6/25,15,0,,,0,1,0,1076,1052,9,746
530,北京,110000,2021/6/24,16,1,,,3,0,0,1076,1051,9,746
531,北京,110000,2021/6/23,15,0,,,4,0,0,1075,1051,9,743
532,北京,110000,2021/6/22,15,0,,,1,0,0,1075,1051,9,739
533,北京,110000,2021/6/21,15,0,,,1,1,0,1075,1051,9,738
534,北京,110000,2021/6/20,16,2,,,1,2,0,1075,1050,9,737
535,北京,110000,2021/6/19,16,0,,,0,0,0,1073,1048,9,736
536,北京,110000,2021/6/18,16,1,,,1,0,0,1073,1048,9,736
537,北京,110000,2021/6/17,15,0,,,1,0,0,1072,1048,9,735
538,北京,110000,2021/6/16,15,1,,,2,0,0,1072,1048,9,734
539,北京,110000,2021/6/15,14,0,,,1,0,0,1071,1048,9,732
540,北京,110000,2021/6/14,14,1,,,0,0,0,1071,1048,9,731
541,北京,110000,2021/6/13,13,1,,,0,0,0,1070,1048,9,731
542,北京,110000,2021/6/12,12,0,,,0,0,0,1069,1048,9,731
543,北京,110000,2021/6/11,12,1,,,0,1,0,1069,1048,9,731
544,北京,110000,2021/6/10,12,1,,,3,0,0,1068,1047,9,731
545,北京,110000,2021/6/9,11,0,,,2,1,0,1067,1047,9,728
546,北京,110000,2021/6/8,12,2,,,1,0,0,1067,1046,9,726
547,北京,110000,2021/6/7,10,1,,,0,0,0,1065,1046,9,725
548,北京,110000,2021/6/6,9,0,,,0,0,0,1064,1046,9,725
549,北京,110000,2021/6/5,9,1,,,0,0,0,1064,1046,9,725
550,北京,110000,2021/6/4,8,2,,,1,0,0,1063,1046,9,725
551,北京,110000,2021/6/3,6,1,,,4,0,0,1061,1046,9,724
552,北京,110000,2021/6/2,5,1,,,0,0,0,1060,1046,9,720
553,北京,110000,2021/6/1,4,0,,,0,0,0,1059,1046,9,720
554,北京,110000,2021/5/31,4,0,,,0,0,0,1059,1046,9,720
555,北京,110000,2021/5/30,4,0,,,0,0,0,1059,1046,9,720
556,北京,110000,2021/5/29,4,0,,,0,0,0,1059,1046,9,720
557,北京,110000,2021/5/28,4,0,,,0,0,0,1059,1046,9,720
558,北京,110000,2021/5/27,4,0,,,2,0,0,1059,1046,9,720
559,北京,110000,2021/5/26,4,1,,,1,0,0,1059,1046,9,718
560,北京,110000,2021/5/25,3,0,,,1,0,0,1058,1046,9,717
561,北京,110000,2021/5/24,3,0,,,0,0,0,1058,1046,9,716
562,北京,110000,2021/5/23,3,0,,,0,0,0,1058,1046,9,716
563,北京,110000,2021/5/22,3,1,,,0,0,0,1058,1046,9,716
564,北京,110000,2021/5/21,2,0,,,0,0,0,1057,1046,9,716
565,北京,110000,2021/5/20,2,0,,,0,0,0,1057,1046,9,716
566,北京,110000,2021/5/19,2,0,,,1,0,0,1057,1046,9,716
567,北京,110000,2021/5/18,2,0,,,0,0,0,1057,1046,9,715
568,北京,110000,2021/5/17,2,0,,,0,0,0,1057,1046,9,715
569,北京,110000,2021/5/16,2,0,,,0,0,0,1057,1046,9,715
570,北京,110000,2021/5/15,2,0,,,0,0,0,1057,1046,9,715
571,北京,110000,2021/5/14,2,0,,,0,0,0,1057,1046,9,715
572,北京,110000,2021/5/13,2,0,,,0,0,0,1057,1046,9,715
573,北京,110000,2021/5/12,2,0,,,1,0,0,1057,1046,9,715
574,北京,110000,2021/5/11,2,0,,,0,0,0,1057,1046,9,714
575,北京,110000,2021/5/10,2,0,,,1,0,0,1057,1046,9,714
576,北京,110000,2021/5/9,2,0,,,1,0,0,1057,1046,9,713
577,北京,110000,2021/5/8,2,0,,,0,0,0,1057,1046,9,712
578,北京,110000,2021/5/7,2,0,,,0,1,0,1057,1046,9,712
579,北京,110000,2021/5/6,3,0,,,1,0,0,1057,1045,9,712
580,北京,110000,2021/5/5,3,0,,,0,0,0,1057,1045,9,711
581,北京,110000,2021/5/4,3,0,,,2,2,0,1057,1045,9,711
582,北京,110000,2021/5/3,5,0,,,0,0,0,1057,1043,9,709
583,北京,110000,2021/5/2,5,0,,,0,0,0,1057,1043,9,709
584,北京,110000,2021/5/1,5,0,,,0,2,0,1057,1043,9,709
585,北京,110000,2021/4/30,7,0,,,0,1,0,1057,1041,9,709
586,北京,110000,2021/4/29,8,0,,,2,1,0,1057,1040,9,709
587,北京,110000,2021/4/28,9,0,,,2,0,0,1057,1039,9,707
588,北京,110000,2021/4/27,9,0,,,1,0,0,1057,1039,9,705
589,北京,110000,2021/4/26,9,0,,,0,0,0,1057,1039,9,704
590,北京,110000,2021/4/25,9,0,,,0,1,0,1057,1039,9,704
591,北京,110000,2021/4/24,10,0,,,1,0,0,1057,1038,9,704
592,北京,110000,2021/4/23,10,0,,,0,0,0,1057,1038,9,703
593,北京,110000,2021/4/22,10,0,,,2,0,0,1057,1038,9,703
594,北京,110000,2021/4/21,10,0,,,0,0,0,1057,1038,9,701
595,北京,110000,2021/4/20,10,0,,,0,0,0,1057,1038,9,701
596,北京,110000,2021/4/19,10,0,,,0,0,0,1057,1038,9,701
597,北京,110000,2021/4/18,10,0,,,1,0,0,1057,1038,9,701
598,北京,110000,2021/4/17,10,0,,,4,0,0,1057,1038,9,700
599,北京,110000,2021/4/16,10,0,,,0,0,0,1057,1038,9,696
600,北京,110000,2021/4/15,10,0,,,1,0,0,1057,1038,9,696
601,北京,110000,2021/4/14,10,0,,,1,0,0,1057,1038,9,695
602,北京,110000,2021/4/13,10,0,,,1,0,0,1057,1038,9,694
603,北京,110000,2021/4/12,10,0,,,0,0,0,1057,1038,9,693
604,北京,110000,2021/4/11,10,1,,,0,0,0,1057,1038,9,693
605,北京,110000,2021/4/10,9,1,,,1,0,0,1056,1038,9,693
606,北京,110000,2021/4/9,8,1,,,1,0,0,1055,1038,9,692
607,北京,110000,2021/4/8,7,1,,,2,0,0,1054,1038,9,691
608,北京,110000,2021/4/7,6,0,,,0,0,0,1053,1038,9,689
609,北京,110000,2021/4/6,6,1,,,1,0,0,1053,1038,9,689
610,北京,110000,2021/4/5,5,0,,,0,0,0,1052,1038,9,688
611,北京,110000,2021/4/4,5,1,,,2,0,0,1052,1038,9,688
612,北京,110000,2021/4/3,4,1,,,3,1,0,1051,1038,9,686
613,北京,110000,2021/4/2,4,1,,,0,0,0,1050,1037,9,683
614,北京,110000,2021/4/1,3,0,,,8,0,0,1049,1037,9,683
615,北京,110000,2021/3/31,3,0,,,2,0,0,1049,1037,9,675
616,北京,110000,2021/3/30,3,0,,,2,0,0,1049,1037,9,673
617,北京,110000,2021/3/29,3,0,,,1,0,0,1049,1037,9,671
618,北京,110000,2021/3/28,3,0,,,3,0,0,1049,1037,9,670
619,北京,110000,2021/3/27,3,0,,,2,0,0,1049,1037,9,667
620,北京,110000,2021/3/26,3,0,,,1,0,0,1049,1037,9,665
621,北京,110000,2021/3/25,3,0,,,7,0,0,1049,1037,9,664
622,北京,110000,2021/3/24,3,0,,,5,0,0,1049,1037,9,657
623,北京,110000,2021/3/23,3,0,,,0,0,0,1049,1037,9,652
624,北京,110000,2021/3/22,3,0,,,1,0,0,1049,1037,9,652
625,北京,110000,2021/3/21,3,0,,,4,0,0,1049,1037,9,651
626,北京,110000,2021/3/20,3,0,,,4,0,0,1049,1037,9,647
627,北京,110000,2021/3/19,3,0,,,14,0,0,1049,1037,9,643
628,北京,110000,2021/3/18,3,0,,,10,0,0,1049,1037,9,629
629,北京,110000,2021/3/17,3,0,,,7,0,0,1049,1037,9,619
630,北京,110000,2021/3/16,3,0,,,8,3,0,1049,1037,9,612
631,北京,110000,2021/3/15,6,0,,,3,0,0,1049,1034,9,604
632,北京,110000,2021/3/14,6,0,,,9,0,0,1049,1034,9,601
633,北京,110000,2021/3/13,6,0,,,3,1,0,1049,1034,9,592
634,北京,110000,2021/3/12,7,0,,,12,0,0,1049,1033,9,589
635,北京,110000,2021/3/11,7,0,,,5,0,0,1049,1033,9,577
636,北京,110000,2021/3/10,7,0,,,15,0,0,1049,1033,9,572
637,北京,110000,2021/3/9,7,0,,,14,0,0,1049,1033,9,557
638,北京,110000,2021/3/8,7,0,,,5,0,0,1049,1033,9,543
639,北京,110000,2021/3/7,7,0,,,21,1,0,1049,1033,9,538
640,北京,110000,2021/3/6,8,0,,,6,3,0,1049,1032,9,517
641,北京,110000,2021/3/5,11,0,,,13,0,0,1049,1029,9,511
642,北京,110000,2021/3/4,11,0,,,9,2,0,1049,1029,9,498
643,北京,110000,2021/3/3,13,0,,,9,1,0,1049,1027,9,489
644,北京,110000,2021/3/2,14,0,,,11,2,0,1049,1026,9,480
645,北京,110000,2021/3/1,16,0,,,5,2,0,1049,1024,9,469
646,北京,110000,2021/2/28,18,2,,,12,0,0,1049,1022,9,464
647,北京,110000,2021/2/27,16,0,,,20,0,0,1047,1022,9,452
648,北京,110000,2021/2/26,16,0,,,8,0,0,1047,1022,9,432
649,北京,110000,2021/2/25,16,0,,,4,0,0,1047,1022,9,424
650,北京,110000,2021/2/24,16,0,,,8,2,0,1047,1022,9,420
651,北京,110000,2021/2/23,18,0,,,7,1,0,1047,1020,9,412
652,北京,110000,2021/2/22,19,0,,,8,3,0,1047,1019,9,405
653,北京,110000,2021/2/21,22,1,,,4,2,0,1047,1016,9,397
654,北京,110000,2021/2/20,23,0,,,9,2,0,1046,1014,9,393
655,北京,110000,2021/2/19,25,0,,,6,0,0,1046,1012,9,384
656,北京,110000,2021/2/18,25,0,,,4,1,0,1046,1012,9,378
657,北京,110000,2021/2/17,26,0,,,0,6,0,1046,1011,9,374
658,北京,110000,2021/2/16,32,0,,,0,1,0,1046,1005,9,374
659,北京,110000,2021/2/15,33,0,,,0,1,0,1046,1004,9,374
660,北京,110000,2021/2/14,34,0,,,1,2,0,1046,1003,9,374
661,北京,110000,2021/2/13,36,0,,,0,3,0,1046,1001,9,373
662,北京,110000,2021/2/12,39,0,,,2,0,0,1046,998,9,373
663,北京,110000,2021/2/11,39,0,,,0,1,0,1046,998,9,371
664,北京,110000,2021/2/10,40,0,,,0,3,0,1046,997,9,371
665,北京,110000,2021/2/9,43,0,,,0,3,0,1046,994,9,371
666,北京,110000,2021/2/8,46,0,,,1,3,0,1046,991,9,371
667,北京,110000,2021/2/7,49,0,,,1,2,0,1046,988,9,370
668,北京,110000,2021/2/6,51,2,,,1,3,0,1046,986,9,369
669,北京,110000,2021/2/5,52,0,,,0,3,0,1044,983,9,368
670,北京,110000,2021/2/4,55,0,,,0,2,0,1044,980,9,368
671,北京,110000,2021/2/3,57,5,,,1,1,0,1044,978,9,368
672,北京,110000,2021/2/2,53,0,,,2,0,0,1039,977,9,367
673,北京,110000,2021/2/1,53,1,,,1,0,0,1039,977,9,365
674,北京,110000,2021/1/31,52,2,,,2,0,0,1038,977,9,364
675,北京,110000,2021/1/30,50,0,,,0,1,0,1036,977,9,362
676,北京,110000,2021/1/29,51,1,,,3,3,0,1036,976,9,362
677,北京,110000,2021/1/28,53,1,,,0,0,0,1035,973,9,359
678,北京,110000,2021/1/27,52,0,,,2,1,0,1034,973,9,359
679,北京,110000,2021/1/26,53,4,,,1,4,0,1034,972,9,357
680,北京,110000,2021/1/25,53,2,,,1,2,0,1030,968,9,356
681,北京,110000,2021/1/24,53,3,,,3,1,0,1028,966,9,355
682,北京,110000,2021/1/23,51,2,,,1,0,0,1025,965,9,352
683,北京,110000,2021/1/22,49,3,,,0,1,0,1023,965,9,351
684,北京,110000,2021/1/21,47,3,,,1,0,0,1020,964,9,351
685,北京,110000,2021/1/20,44,3,,,2,2,0,1017,964,9,350
686,北京,110000,2021/1/19,43,7,,,1,2,0,1014,962,9,348
687,北京,110000,2021/1/18,38,1,,,5,1,0,1007,960,9,347
688,北京,110000,2021/1/17,38,3,,,3,1,0,1006,959,9,342
689,北京,110000,2021/1/16,36,2,,,1,1,0,1003,958,9,339
690,北京,110000,2021/1/15,35,2,,,1,2,0,1001,957,9,338
691,北京,110000,2021/1/14,35,0,,,0,4,0,999,955,9,337
692,北京,110000,2021/1/13,39,1,,,1,0,0,999,951,9,337
693,北京,110000,2021/1/12,38,0,,,1,0,0,998,951,9,336
694,北京,110000,2021/1/11,38,1,,,2,0,0,998,951,9,335
695,北京,110000,2021/1/10,37,1,,,1,1,0,997,951,9,333
696,北京,110000,2021/1/9,37,1,,,0,2,0,996,950,9,332
697,北京,110000,2021/1/8,38,0,,,1,1,0,995,948,9,332
698,北京,110000,2021/1/7,39,1,,,0,0,0,995,947,9,331
699,北京,110000,2021/1/6,38,0,,,1,2,0,994,947,9,331
700,北京,110000,2021/1/5,40,1,,,0,1,0,994,945,9,330
701,北京,110000,2021/1/4,40,1,,,1,0,0,993,944,9,330
702,北京,110000,2021/1/3,39,2,,,0,0,0,992,944,9,329
703,北京,110000,2021/1/2,37,2,,,4,0,0,990,944,9,329
704,北京,110000,2021/1/1,35,1,,,0,0,0,988,944,9,325
705,北京,110000,2020/12/31,34,5,,,,1,0,987,944,9,
706,北京,110000,2020/12/30,30,2,,,,2,0,982,943,9,
707,北京,110000,2020/12/29,30,1,,,,0,0,980,941,9,
708,北京,110000,2020/12/28,29,7,,,,0,0,979,941,9,
709,北京,110000,2020/12/27,22,1,,,,0,0,972,941,9,
710,北京,110000,2020/12/26,21,8,,,,0,0,971,941,9,
711,北京,110000,2020/12/25,13,2,,,,0,0,963,941,9,
712,北京,110000,2020/12/24,11,0,,,,0,0,961,941,9,
713,北京,110000,2020/12/23,11,0,,,,0,0,961,941,9,
714,北京,110000,2020/12/22,11,0,,,,1,0,961,941,9,
715,北京,110000,2020/12/21,12,0,,,,0,0,961,940,9,
716,北京,110000,2020/12/20,12,0,,,,0,0,961,940,9,
717,北京,110000,2020/12/19,12,2,,,,0,0,961,940,9,
718,北京,110000,2020/12/18,10,2,,,,0,0,959,940,9,
719,北京,110000,2020/12/17,8,0,,,,0,0,957,940,9,
720,北京,110000,2020/12/16,8,0,,,,0,0,957,940,9,
721,北京,110000,2020/12/15,8,1,,,,0,0,957,940,9,
722,北京,110000,2020/12/14,7,1,,,,0,0,956,940,9,
723,北京,110000,2020/12/13,6,1,,,,0,0,955,940,9,
724,北京,110000,2020/12/12,5,2,,,,1,0,954,940,9,
725,北京,110000,2020/12/11,4,0,,,,0,0,952,939,9,
726,北京,110000,2020/12/10,4,0,,,,0,0,952,939,9,
727,北京,110000,2020/12/9,4,0,,,,0,0,952,939,9,
728,北京,110000,2020/12/8,4,0,,,,0,0,952,939,9,
729,北京,110000,2020/12/7,4,0,,,,0,0,952,939,9,
730,北京,110000,2020/12/6,4,0,,,14,0,0,952,939,9,1476
731,北京,110000,2020/12/5,4,0,,,2,0,0,952,939,9,1462
732,北京,110000,2020/12/4,4,1,,,10,1,0,952,939,9,1460
733,北京,110000,2020/12/3,4,0,,,4,0,0,951,938,9,1450
734,北京,110000,2020/12/2,4,0,,,2,0,0,951,938,9,1446
