,省,省（代码）,日期,现存确诊,新增确诊,本土新增确诊,无症状(只有本土),新增境外输入(阳性),新增治愈,新增死亡,累计确诊,累计治愈,累计死亡,累计境外输入(阳性)
6195,湖南,430000,2020/5/19,0,0,,,0,0,0,1019,1015,4,133
6196,湖南,430000,2020/5/18,0,0,,,0,0,0,1019,1015,4,133
6197,湖南,430000,2020/5/17,0,0,,,0,0,0,1019,1015,4,133
6198,湖南,430000,2020/5/16,0,0,,,0,0,0,1019,1015,4,133
6199,湖南,430000,2020/5/15,0,0,,,0,0,0,1019,1015,4,133
6200,湖南,430000,2020/5/14,0,0,,,0,0,0,1019,1015,4,133
6201,湖南,430000,2020/5/13,0,0,,,0,0,0,1019,1015,4,133
6202,湖南,430000,2020/5/12,0,0,,,0,0,0,1019,1015,4,133
6203,湖南,430000,2020/5/11,0,0,,,0,0,0,1019,1015,4,133
6204,湖南,430000,2020/5/10,0,0,,,0,0,0,1019,1015,4,133
6205,湖南,430000,2020/5/9,0,0,,,0,0,0,1019,1015,4,133
6206,湖南,430000,2020/5/8,0,0,,,0,0,0,1019,1015,4,133
6207,湖南,430000,2020/5/7,0,0,,,0,0,0,1019,1015,4,133
6208,湖南,430000,2020/5/6,0,0,,,0,0,0,1019,1015,4,133
6209,湖南,430000,2020/5/5,0,0,,,0,0,0,1019,1015,4,133
6210,湖南,430000,2020/5/4,0,0,,,0,0,0,1019,1015,4,133
6211,湖南,430000,2020/5/3,0,0,,,0,0,0,1019,1015,4,133
6212,湖南,430000,2020/5/2,0,0,,,0,0,0,1019,1015,4,133
6213,湖南,430000,2020/5/1,0,0,,,0,0,0,1019,1015,4,133
6214,湖南,430000,2020/4/30,0,0,,,0,0,0,1019,1015,4,133
6215,湖南,430000,2020/4/29,0,0,,,0,0,0,1019,1015,4,133
6216,湖南,430000,2020/4/28,0,0,,,0,0,0,1019,1015,4,133
6217,湖南,430000,2020/4/27,0,0,,,0,0,0,1019,1015,4,133
6218,湖南,430000,2020/4/26,0,0,,,0,0,0,1019,1015,4,133
6219,湖南,430000,2020/4/25,0,0,,,0,0,0,1019,1015,4,133
6220,湖南,430000,2020/4/24,0,0,,,0,0,0,1019,1015,4,133
6221,湖南,430000,2020/4/23,0,0,,,0,0,0,1019,1015,4,133
6222,湖南,430000,2020/4/22,0,0,,,0,0,0,1019,1015,4,133
6223,湖南,430000,2020/4/21,0,0,,,0,0,0,1019,1015,4,133
6224,湖南,430000,2020/4/20,0,0,,,0,0,0,1019,1015,4,133
6225,湖南,430000,2020/4/19,0,0,,,0,0,0,1019,1015,4,133
6226,湖南,430000,2020/4/18,0,0,,,0,0,0,1019,1015,4,133
6227,湖南,430000,2020/4/17,0,0,,,0,1,0,1019,1015,4,133
6228,湖南,430000,2020/4/16,1,0,,,0,0,0,1019,1014,4,133
6229,湖南,430000,2020/4/15,1,0,,,0,0,0,1019,1014,4,133
6230,湖南,430000,2020/4/14,1,0,,,0,0,0,1019,1014,4,133
6231,湖南,430000,2020/4/13,1,0,,,0,0,0,1019,1014,4,133
6232,湖南,430000,2020/4/12,1,0,,,0,0,0,1019,1014,4,133
6233,湖南,430000,2020/4/11,1,0,,,0,0,0,1019,1014,4,133
6234,湖南,430000,2020/4/10,1,0,,,0,0,0,1019,1014,4,133
6235,湖南,430000,2020/4/9,1,0,,,0,0,0,1019,1014,4,133
6236,湖南,430000,2020/4/8,1,0,,,0,0,0,1019,1014,4,133
6237,湖南,430000,2020/4/7,1,0,,,0,0,0,1019,1014,4,133
6238,湖南,430000,2020/4/6,1,0,,,1,0,0,1019,1014,4,133
6239,湖南,430000,2020/4/5,1,0,,,0,0,0,1019,1014,4,132
6240,湖南,430000,2020/4/4,1,0,,,0,0,0,1019,1014,4,132
6241,湖南,430000,2020/4/3,1,0,,,0,0,0,1019,1014,4,132
6242,湖南,430000,2020/4/2,1,0,,,0,0,0,1019,1014,4,132
6243,湖南,430000,2020/4/1,1,1,,,0,0,0,1019,1014,4,132
6244,湖南,430000,2020/3/31,0,0,,,0,0,0,1018,1014,4,132
6245,湖南,430000,2020/3/30,0,0,,,0,0,0,1018,1014,4,132
6246,湖南,430000,2020/3/29,0,0,,,0,0,0,1018,1014,4,132
6247,湖南,430000,2020/3/28,0,0,,,0,0,0,1018,1014,4,132
6248,湖南,430000,2020/3/27,0,0,,,0,0,0,1018,1014,4,132
6249,湖南,430000,2020/3/26,0,0,,,1,0,0,1018,1014,4,132
6250,湖南,430000,2020/3/25,0,0,,,1,0,0,1018,1014,4,131
6251,湖南,430000,2020/3/24,0,0,,,0,0,0,1018,1014,4,130
6252,湖南,430000,2020/3/23,0,0,,,0,0,0,1018,1014,4,130
6253,湖南,430000,2020/3/22,0,0,,,10,0,0,1018,1014,4,130
6254,湖南,430000,2020/3/21,0,0,,,0,0,0,1018,1014,4,120
6255,湖南,430000,2020/3/20,0,0,,,18,0,0,1018,1014,4,120
6256,湖南,430000,2020/3/19,0,0,,,0,0,0,1018,1014,4,102
6257,湖南,430000,2020/3/18,0,0,,,0,0,0,1018,1014,4,102
6258,湖南,430000,2020/3/17,0,0,,,0,0,0,1018,1014,4,102
6259,湖南,430000,2020/3/16,0,0,,,0,0,0,1018,1014,4,102
6260,湖南,430000,2020/3/15,0,0,,,0,0,0,1018,1014,4,102
6261,湖南,430000,2020/3/14,0,0,,,0,5,0,1018,1014,4,102
6262,湖南,430000,2020/3/13,5,0,,,0,5,0,1018,1009,4,102
6263,湖南,430000,2020/3/12,10,0,,,0,6,0,1018,1004,4,102
6264,湖南,430000,2020/3/11,16,0,,,1,3,0,1018,998,4,102
6265,湖南,430000,2020/3/10,19,0,,,0,7,0,1018,995,4,101
6266,湖南,430000,2020/3/9,26,0,,,0,9,0,1018,988,4,101
6267,湖南,430000,2020/3/8,35,0,,,0,14,0,1018,979,4,101
6268,湖南,430000,2020/3/7,49,0,,,0,6,0,1018,965,4,101
6269,湖南,430000,2020/3/6,55,0,,,0,13,0,1018,959,4,101
6270,湖南,430000,2020/3/5,68,0,,,0,13,0,1018,946,4,101
6271,湖南,430000,2020/3/4,81,0,,,0,20,0,1018,933,4,101
6272,湖南,430000,2020/3/3,101,0,,,0,21,0,1018,913,4,101
6273,湖南,430000,2020/3/2,122,0,,,0,16,0,1018,892,4,101
6274,湖南,430000,2020/3/1,138,0,,,1,23,0,1018,876,4,101
6275,湖南,430000,2020/2/29,161,0,,,,12,0,1018,853,4,
6276,湖南,430000,2020/2/28,173,1,,,0,21,0,1018,841,4,100
6277,湖南,430000,2020/2/27,193,0,,,0,27,0,1017,820,4,100
6278,湖南,430000,2020/2/26,220,1,,,0,14,0,1017,793,4,100
6279,湖南,430000,2020/2/25,233,0,,,0,28,0,1016,779,4,100
6280,湖南,430000,2020/2/24,261,0,,,0,30,0,1016,751,4,100
6281,湖南,430000,2020/2/23,291,0,,,0,17,0,1016,721,4,100
6282,湖南,430000,2020/2/22,308,3,,,0,34,0,1016,704,4,100
6283,湖南,430000,2020/2/21,339,2,,,0,32,0,1013,670,4,100
6284,湖南,430000,2020/2/20,369,1,,,0,60,0,1011,638,4,100
6285,湖南,430000,2020/2/19,428,2,,,0,36,0,1010,578,4,100
6286,湖南,430000,2020/2/18,462,1,,,0,41,0,1008,542,4,100
6287,湖南,430000,2020/2/17,502,1,,,0,34,1,1007,501,4,100
6288,湖南,430000,2020/2/16,536,2,,,0,37,0,1006,467,3,100
6289,湖南,430000,2020/2/15,571,3,,,2,41,1,1004,430,3,100
6290,湖南,430000,2020/2/14,610,13,,,0,37,0,1001,389,2,98
6291,湖南,430000,2020/2/13,634,20,,,0,40,0,988,352,2,98
6292,湖南,430000,2020/2/12,654,22,,,0,65,0,968,312,2,98
6293,湖南,430000,2020/2/11,697,34,,,0,34,1,946,247,2,98
6294,湖南,430000,2020/2/10,698,33,,,0,27,0,912,213,1,98
6295,湖南,430000,2020/2/9,692,41,,,0,0,0,879,186,1,98
6296,湖南,430000,2020/2/8,651,35,,,0,74,1,838,186,1,98
6297,湖南,430000,2020/2/7,691,31,,,0,21,0,803,112,,98
6298,湖南,430000,2020/2/6,681,61,,,0,35,0,772,91,,98
6299,湖南,430000,2020/2/5,655,50,,,0,21,0,711,56,,98
6300,湖南,430000,2020/2/4,626,140,,,0,13,0,661,35,,98
6301,湖南,430000,2020/2/3,499,58,,,0,6,0,521,22,,98
6302,湖南,430000,2020/2/2,447,0,,,0,8,0,463,16,,98
6303,湖南,430000,2020/2/1,455,74,,,0,0,0,463,8,,98
6304,湖南,430000,2020/1/31,381,57,,,0,6,0,389,8,,98
6305,湖南,430000,2020/1/30,330,55,,,0,2,0,332,2,,98
6306,湖南,430000,2020/1/29,277,56,,,0,0,0,277,,,98
6307,湖南,430000,2020/1/28,221,78,,,0,0,0,221,,,98
6308,湖南,430000,2020/1/27,143,43,,,0,0,0,143,,,98
6309,湖南,430000,2020/1/26,100,35,,,0,0,0,100,,,98
6310,湖南,430000,2020/1/25,65,22,,,0,0,0,65,,,98
6311,湖南,430000,2020/1/24,43,19,,,0,0,0,43,,,98
6312,湖南,430000,2020/1/23,24,15,,,0,0,0,24,,,98
6313,湖南,430000,2020/1/22,9,5,,,0,0,0,9,,,98
6314,湖南,430000,2020/1/21,4,0,,,0,0,0,4,,,98
6315,重庆,500000,2022/12/6,2466,184,184,3581,0,285,0,7600,5127,7,230
6316,重庆,500000,2022/12/5,2567,464,460,3708,4,330,0,7416,4842,7,230
6317,重庆,500000,2022/12/4,2433,251,247,4575,4,274,0,6952,4512,7,226
6318,重庆,500000,2022/12/3,2456,263,260,5112,3,190,0,6701,4238,7,222
6319,重庆,500000,2022/12/2,2383,207,205,5640,2,251,0,6438,4048,7,219
6320,重庆,500000,2022/12/1,2427,191,189,6347,2,192,0,6231,3797,7,217
6321,重庆,500000,2022/11/30,2428,211,206,6433,5,225,0,6040,3605,7,215
6322,重庆,500000,2022/11/29,2442,168,164,7669,4,180,0,5829,3380,7,210
6323,重庆,500000,2022/11/28,2454,211,209,8583,2,146,0,5661,3200,7,206
6324,重庆,500000,2022/11/27,2389,238,238,9447,5,214,0,5450,3054,7,204
6325,重庆,500000,2022/11/26,2365,199,194,8667,0,227,1,5212,2840,7,199
6326,重庆,500000,2022/11/25,2394,202,199,7522,3,268,0,5013,2613,6,199
6327,重庆,500000,2022/11/24,2460,260,258,6242,2,163,0,4811,2345,6,196
6328,重庆,500000,2022/11/23,2363,413,409,7437,4,220,0,4551,2182,6,194
6329,重庆,500000,2022/11/22,2170,216,215,6728,1,143,0,4138,1962,6,190
6330,重庆,500000,2022/11/21,2097,184,178,6157,6,91,0,3922,1819,6,189
6331,重庆,500000,2022/11/20,2004,240,231,5898,9,56,0,3738,1728,6,183
6332,重庆,500000,2022/11/19,1820,185,183,4527,2,96,0,3498,1672,6,174
6333,重庆,500000,2022/11/18,1731,148,145,4599,3,62,0,3313,1576,6,172
6334,重庆,500000,2022/11/17,1645,195,193,4473,2,55,0,3165,1514,6,169
6335,重庆,500000,2022/11/16,1505,172,172,3900,0,31,0,2970,1459,6,167
6336,重庆,500000,2022/11/15,1364,129,126,2688,3,27,0,2798,1428,6,167
6337,重庆,500000,2022/11/14,1262,157,157,2794,0,15,0,2669,1401,6,164
6338,重庆,500000,2022/11/13,1120,152,150,2147,2,19,0,2512,1386,6,164
6339,重庆,500000,2022/11/12,987,159,158,1662,8,28,0,2360,1367,6,162
6340,重庆,500000,2022/11/11,856,167,160,1081,0,16,0,2201,1339,6,154
6341,重庆,500000,2022/11/10,705,114,114,669,0,14,0,2034,1323,6,154
6342,重庆,500000,2022/11/9,605,123,123,633,0,12,0,1920,1309,6,154
6343,重庆,500000,2022/11/8,494,157,157,333,0,14,0,1797,1297,6,154
6344,重庆,500000,2022/11/7,351,89,89,192,0,5,0,1640,1283,6,154
6345,重庆,500000,2022/11/6,267,42,42,84,0,7,0,1551,1278,6,154
6346,重庆,500000,2022/11/5,232,40,40,61,0,6,0,1509,1271,6,154
6347,重庆,500000,2022/11/4,198,40,39,41,1,6,0,1469,1265,6,154
6348,重庆,500000,2022/11/3,164,44,41,39,3,9,0,1429,1259,6,153
6349,重庆,500000,2022/11/2,129,10,10,7,0,5,0,1385,1250,6,150
6350,重庆,500000,2022/11/1,124,13,13,3,0,7,0,1375,1245,6,150
6351,重庆,500000,2022/10/31,118,10,7,6,3,5,0,1362,1238,6,150
6352,重庆,500000,2022/10/30,113,22,22,15,0,2,0,1352,1233,6,147
6353,重庆,500000,2022/10/29,93,11,11,12,0,5,0,1330,1231,6,147
6354,重庆,500000,2022/10/28,87,19,19,21,0,3,0,1319,1226,6,147
6355,重庆,500000,2022/10/27,71,6,6,23,0,20,0,1300,1223,6,147
6356,重庆,500000,2022/10/26,85,13,13,22,0,10,0,1294,1203,6,147
6357,重庆,500000,2022/10/25,82,7,7,12,0,17,0,1281,1193,6,147
6358,重庆,500000,2022/10/24,92,1,1,12,0,17,0,1274,1176,6,147
6359,重庆,500000,2022/10/23,108,3,3,6,0,7,0,1273,1159,6,147
6360,重庆,500000,2022/10/22,112,4,4,0,0,29,0,1270,1152,6,147
6361,重庆,500000,2022/10/21,137,7,6,1,1,22,0,1266,1123,6,147
6362,重庆,500000,2022/10/20,152,4,4,5,0,11,0,1259,1101,6,146
6363,重庆,500000,2022/10/19,159,6,6,19,0,7,0,1255,1090,6,146
6364,重庆,500000,2022/10/18,160,1,1,25,0,13,0,1249,1083,6,146
6365,重庆,500000,2022/10/17,172,3,2,8,1,7,0,1248,1070,6,146
6366,重庆,500000,2022/10/16,176,5,5,10,0,11,0,1245,1063,6,145
6367,重庆,500000,2022/10/15,182,7,4,8,3,2,0,1240,1052,6,145
6368,重庆,500000,2022/10/14,177,10,10,19,0,6,0,1233,1050,6,142
6369,重庆,500000,2022/10/13,173,13,11,13,2,3,0,1223,1044,6,142
6370,重庆,500000,2022/10/12,163,16,13,17,3,5,0,1210,1041,6,140
6371,重庆,500000,2022/10/11,152,17,17,27,0,0,0,1194,1036,6,137
6372,重庆,500000,2022/10/10,135,26,26,24,0,3,0,1177,1036,6,137
6373,重庆,500000,2022/10/9,112,10,10,17,0,2,0,1151,1033,6,137
6374,重庆,500000,2022/10/8,104,23,19,7,4,1,0,1141,1031,6,137
6375,重庆,500000,2022/10/7,82,17,17,23,3,1,0,1118,1030,6,133
6376,重庆,500000,2022/10/6,66,26,23,26,0,2,0,1101,1029,6,130
6377,重庆,500000,2022/10/5,42,13,13,24,0,0,0,1075,1027,6,130
6378,重庆,500000,2022/10/4,29,13,10,14,3,3,0,1062,1027,6,130
6379,重庆,500000,2022/10/3,19,1,1,5,0,4,0,1049,1024,6,127
6380,重庆,500000,2022/10/2,22,5,2,2,3,0,0,1048,1020,6,127
6381,重庆,500000,2022/10/1,17,0,0,1,0,0,0,1043,1020,6,124
6382,重庆,500000,2022/9/30,17,3,3,0,0,2,0,1043,1020,6,124
6383,重庆,500000,2022/9/29,16,1,1,0,0,2,0,1040,1018,6,124
6384,重庆,500000,2022/9/28,17,0,0,0,0,0,0,1039,1016,6,124
6385,重庆,500000,2022/9/27,17,3,1,0,2,3,0,1039,1016,6,124
6386,重庆,500000,2022/9/26,17,2,2,1,0,4,0,1036,1013,6,122
6387,重庆,500000,2022/9/25,19,2,1,1,1,0,0,1034,1009,6,122
6388,重庆,500000,2022/9/24,17,1,1,1,0,0,0,1032,1009,6,121
6389,重庆,500000,2022/9/23,16,1,0,0,1,0,0,1031,1009,6,121
6390,重庆,500000,2022/9/22,15,1,0,1,1,0,0,1030,1009,6,120
6391,重庆,500000,2022/9/21,14,0,0,5,0,4,0,1029,1009,6,119
6392,重庆,500000,2022/9/20,18,2,0,0,2,2,0,1029,1005,6,119
6393,重庆,500000,2022/9/19,18,1,1,0,0,3,0,1027,1003,6,117
6394,重庆,500000,2022/9/18,20,2,1,1,1,0,0,1026,1000,6,117
6395,重庆,500000,2022/9/17,18,0,0,2,0,3,0,1024,1000,6,116
6396,重庆,500000,2022/9/16,21,3,2,2,1,0,0,1024,997,6,116
6397,重庆,500000,2022/9/15,18,3,3,1,0,0,0,1021,997,6,115
6398,重庆,500000,2022/9/14,15,2,2,0,0,1,0,1018,997,6,115
6399,重庆,500000,2022/9/13,14,2,1,0,1,7,0,1016,996,6,115
6400,重庆,500000,2022/9/12,19,1,1,0,0,4,0,1014,989,6,114
6401,重庆,500000,2022/9/11,22,1,1,1,0,9,0,1013,985,6,114
6402,重庆,500000,2022/9/10,30,2,2,0,0,3,0,1012,976,6,114
6403,重庆,500000,2022/9/9,31,2,2,0,0,7,0,1010,973,6,114
6404,重庆,500000,2022/9/8,36,1,1,0,0,17,0,1008,966,6,114
6405,重庆,500000,2022/9/7,52,1,0,0,1,11,0,1007,949,6,114
6406,重庆,500000,2022/9/6,62,1,1,0,0,15,0,1006,938,6,113
6407,重庆,500000,2022/9/5,76,0,0,2,0,10,0,1005,923,6,113
6408,重庆,500000,2022/9/4,86,0,0,0,0,16,0,1005,913,6,113
6409,重庆,500000,2022/9/3,102,1,1,1,0,29,0,1005,897,6,113
6410,重庆,500000,2022/9/2,130,6,6,0,0,4,0,1004,868,6,113
6411,重庆,500000,2022/9/1,128,8,8,2,0,11,0,998,864,6,113
6412,重庆,500000,2022/8/31,131,8,8,8,0,12,0,990,853,6,113
6413,重庆,500000,2022/8/30,135,7,7,5,0,7,0,982,841,6,113
6414,重庆,500000,2022/8/29,135,11,11,12,0,4,0,975,834,6,113
6415,重庆,500000,2022/8/28,128,10,10,18,0,8,0,964,830,6,113
6416,重庆,500000,2022/8/27,126,13,12,7,1,4,0,954,822,6,113
6417,重庆,500000,2022/8/26,117,12,12,21,0,4,0,941,818,6,112
6418,重庆,500000,2022/8/25,109,8,8,12,0,2,0,929,814,6,112
6419,重庆,500000,2022/8/24,103,27,27,16,0,3,0,921,812,6,112
6420,重庆,500000,2022/8/23,79,22,21,19,1,3,0,894,809,6,112
6421,重庆,500000,2022/8/22,60,24,23,8,1,4,0,872,806,6,111
6422,重庆,500000,2022/8/21,40,11,11,11,0,1,0,848,802,6,110
6423,重庆,500000,2022/8/20,30,2,2,10,0,6,0,837,801,6,110
6424,重庆,500000,2022/8/19,34,7,5,13,2,1,0,835,795,6,110
6425,重庆,500000,2022/8/18,28,9,7,5,2,3,0,828,794,6,108
6426,重庆,500000,2022/8/17,22,1,1,3,0,7,0,819,791,6,106
6427,重庆,500000,2022/8/16,28,0,0,3,0,3,0,818,784,6,106
6428,重庆,500000,2022/8/15,31,0,0,1,0,2,0,818,781,6,106
6429,重庆,500000,2022/8/14,33,2,2,1,0,2,0,818,779,6,106
6430,重庆,500000,2022/8/13,33,3,3,1,0,0,0,816,777,6,106
6431,重庆,500000,2022/8/12,30,4,4,3,0,0,0,813,777,6,106
6432,重庆,500000,2022/8/11,26,1,1,1,0,0,0,809,777,6,106
6433,重庆,500000,2022/8/10,25,2,2,2,0,4,0,808,777,6,106
6434,重庆,500000,2022/8/9,27,2,1,2,1,0,0,806,773,6,106
6435,重庆,500000,2022/8/8,25,2,2,2,0,1,0,804,773,6,105
6436,重庆,500000,2022/8/7,24,1,1,3,0,7,0,802,772,6,105
6437,重庆,500000,2022/8/6,30,6,5,2,1,1,0,801,765,6,105
6438,重庆,500000,2022/8/5,25,3,3,2,0,2,0,795,764,6,104
6439,重庆,500000,2022/8/4,24,3,3,9,0,0,0,792,762,6,104
6440,重庆,500000,2022/8/3,21,3,1,1,2,1,0,789,762,6,104
6441,重庆,500000,2022/8/2,19,1,0,0,1,0,0,786,761,6,102
6442,重庆,500000,2022/8/1,18,1,0,0,1,2,0,785,761,6,101
6443,重庆,500000,2022/7/31,19,0,0,0,0,2,0,784,759,6,100
6444,重庆,500000,2022/7/30,21,0,0,0,0,1,0,784,757,6,100
6445,重庆,500000,2022/7/29,22,0,0,0,0,0,0,784,756,6,100
6446,重庆,500000,2022/7/28,22,1,0,0,1,1,0,784,756,6,100
6447,重庆,500000,2022/7/27,22,0,0,0,0,3,0,783,755,6,99
6448,重庆,500000,2022/7/26,25,3,3,0,0,0,0,783,752,6,99
6449,重庆,500000,2022/7/25,22,3,2,1,1,3,0,780,752,6,99
6450,重庆,500000,2022/7/24,22,0,0,1,0,0,0,777,749,6,98
6451,重庆,500000,2022/7/23,22,3,3,1,0,1,0,777,749,6,98
6452,重庆,500000,2022/7/22,20,5,3,1,2,1,0,774,748,6,98
6453,重庆,500000,2022/7/21,16,5,5,1,0,3,0,769,747,6,96
6454,重庆,500000,2022/7/20,14,0,0,2,0,1,0,764,744,6,96
6455,重庆,500000,2022/7/19,15,1,0,0,1,2,0,764,743,6,96
6456,重庆,500000,2022/7/18,16,1,1,0,0,4,0,763,741,6,95
6457,重庆,500000,2022/7/17,19,0,0,0,0,3,0,762,737,6,95
6458,重庆,500000,2022/7/16,22,3,0,0,3,5,0,762,734,6,95
6459,重庆,500000,2022/7/15,24,0,0,1,0,1,0,759,729,6,92
6460,重庆,500000,2022/7/14,25,3,0,0,3,0,0,759,728,6,92
6461,重庆,500000,2022/7/13,22,3,1,0,2,0,0,756,728,6,89
6462,重庆,500000,2022/7/12,19,1,0,0,1,0,0,753,728,6,87
6463,重庆,500000,2022/7/11,18,1,0,0,1,2,0,752,728,6,86
6464,重庆,500000,2022/7/10,19,0,0,0,0,3,0,751,726,6,85
6465,重庆,500000,2022/7/9,22,3,0,0,3,0,0,751,723,6,85
6466,重庆,500000,2022/7/8,19,2,0,0,2,1,0,748,723,6,82
6467,重庆,500000,2022/7/7,18,1,0,0,1,2,0,746,722,6,80
6468,重庆,500000,2022/7/6,19,0,0,0,0,2,0,745,720,6,79
6469,重庆,500000,2022/7/5,21,2,0,0,2,1,0,745,718,6,79
6470,重庆,500000,2022/7/4,20,3,0,0,3,0,0,743,717,6,77
6471,重庆,500000,2022/7/3,17,0,0,0,0,0,0,740,717,6,74
6472,重庆,500000,2022/7/2,17,4,0,0,4,1,0,740,717,6,74
6473,重庆,500000,2022/7/1,14,2,0,0,3,1,0,736,716,6,70
6474,重庆,500000,2022/6/30,13,1,0,0,,0,0,734,715,6,
6475,重庆,500000,2022/6/29,12,1,0,0,1,0,0,733,715,6,67
6476,重庆,500000,2022/6/28,11,3,0,0,3,1,0,732,715,6,66
6477,重庆,500000,2022/6/27,9,0,0,0,0,0,0,729,714,6,63
6478,重庆,500000,2022/6/26,9,3,0,0,3,2,0,729,714,6,63
6479,重庆,500000,2022/6/25,8,0,0,0,0,2,0,726,712,6,60
6480,重庆,500000,2022/6/24,10,1,0,0,1,0,0,726,710,6,60
6481,重庆,500000,2022/6/23,9,0,0,0,0,0,0,725,710,6,59
6482,重庆,500000,2022/6/22,9,4,0,0,4,1,0,725,710,6,59
6483,重庆,500000,2022/6/21,6,0,0,0,0,1,0,721,709,6,55
6484,重庆,500000,2022/6/20,7,0,0,0,0,0,0,721,708,6,55
6485,重庆,500000,2022/6/19,7,0,0,0,0,1,0,721,708,6,55
6486,重庆,500000,2022/6/18,8,0,0,0,0,0,0,721,707,6,55
6487,重庆,500000,2022/6/17,8,0,0,0,0,0,0,721,707,6,55
6488,重庆,500000,2022/6/16,8,1,0,0,1,0,0,721,707,6,55
6489,重庆,500000,2022/6/15,7,2,1,0,1,1,0,720,707,6,54
6490,重庆,500000,2022/6/14,6,0,0,1,0,1,0,718,706,6,53
6491,重庆,500000,2022/6/13,7,1,0,0,1,0,0,718,705,6,53
6492,重庆,500000,2022/6/12,6,2,2,1,0,0,0,717,705,6,52
6493,重庆,500000,2022/6/11,4,0,0,1,0,0,0,715,705,6,52
6494,重庆,500000,2022/6/10,4,0,0,0,0,0,0,715,705,6,52
6495,重庆,500000,2022/6/9,4,0,0,0,0,0,0,715,705,6,52
6496,重庆,500000,2022/6/8,4,1,0,0,1,0,0,715,705,6,52
6497,重庆,500000,2022/6/7,3,1,0,0,1,0,0,714,705,6,51
6498,重庆,500000,2022/6/6,2,0,0,0,0,1,0,713,705,6,50
6499,重庆,500000,2022/6/5,3,0,0,0,0,0,0,713,704,6,50
6500,重庆,500000,2022/6/4,3,0,0,0,0,0,0,713,704,6,50
6501,重庆,500000,2022/6/3,3,0,0,0,0,1,0,713,704,6,50
6502,重庆,500000,2022/6/2,4,1,0,0,1,0,0,713,703,6,50
6503,重庆,500000,2022/6/1,3,0,0,0,0,0,0,712,703,6,49
6504,重庆,500000,2022/5/31,3,1,0,0,1,1,0,712,703,6,49
6505,重庆,500000,2022/5/30,3,0,0,0,0,0,0,711,702,6,48
6506,重庆,500000,2022/5/29,3,0,0,0,0,0,0,711,702,6,48
6507,重庆,500000,2022/5/28,3,0,0,0,0,0,0,711,702,6,48
6508,重庆,500000,2022/5/27,3,0,0,0,1,2,0,711,702,6,48
6509,重庆,500000,2022/5/26,5,1,0,0,0,0,0,711,700,6,47
6510,重庆,500000,2022/5/25,4,1,0,0,1,0,0,710,700,6,47
6511,重庆,500000,2022/5/24,3,0,0,0,0,2,0,709,700,6,46
6512,重庆,500000,2022/5/23,5,1,0,0,1,1,0,709,698,6,46
6513,重庆,500000,2022/5/22,5,0,0,0,0,0,0,708,697,6,45
6514,重庆,500000,2022/5/21,5,0,0,0,0,1,0,708,697,6,45
6515,重庆,500000,2022/5/20,6,0,0,0,0,1,0,708,696,6,45
6516,重庆,500000,2022/5/19,7,0,0,0,0,0,0,708,695,6,45
6517,重庆,500000,2022/5/18,7,0,0,0,0,1,0,708,695,6,45
6518,重庆,500000,2022/5/17,8,0,0,0,0,1,0,708,694,6,45
6519,重庆,500000,2022/5/16,9,0,0,0,0,0,0,708,693,6,45
6520,重庆,500000,2022/5/15,9,0,0,0,0,0,0,708,693,6,45
6521,重庆,500000,2022/5/14,9,1,1,2,0,2,0,708,693,6,45
6522,重庆,500000,2022/5/13,10,2,2,0,0,0,0,707,691,6,45
6523,重庆,500000,2022/5/12,8,2,2,1,0,0,0,705,691,6,45
6524,重庆,500000,2022/5/11,6,0,0,0,0,0,0,703,691,6,45
6525,重庆,500000,2022/5/10,6,0,0,1,0,0,0,703,691,6,45
6526,重庆,500000,2022/5/9,6,0,0,1,0,0,0,703,691,6,45
6527,重庆,500000,2022/5/8,6,0,0,0,0,2,0,703,691,6,45
6528,重庆,500000,2022/5/7,8,2,2,1,0,1,0,703,689,6,45
6529,重庆,500000,2022/5/6,7,1,1,0,0,0,0,701,688,6,45
6530,重庆,500000,2022/5/5,6,1,1,0,0,0,0,700,688,6,45
6531,重庆,500000,2022/5/4,5,0,0,0,0,0,0,699,688,6,45
6532,重庆,500000,2022/5/3,5,0,0,0,0,0,0,699,688,6,45
6533,重庆,500000,2022/5/2,5,1,1,1,0,0,0,699,688,6,45
6534,重庆,500000,2022/5/1,4,0,0,0,0,0,0,698,688,6,45
6535,重庆,500000,2022/4/30,4,1,1,1,0,0,0,698,688,6,45
6536,重庆,500000,2022/4/29,3,0,0,0,0,0,0,697,688,6,45
6537,重庆,500000,2022/4/28,3,1,1,1,0,-1,0,697,688,6,45
6538,重庆,500000,2022/4/27,1,1,1,0,0,2,0,696,689,6,45
6539,重庆,500000,2022/4/26,2,1,1,0,0,0,0,695,687,6,45
6540,重庆,500000,2022/4/25,1,0,0,0,0,0,0,694,687,6,45
6541,重庆,500000,2022/4/24,1,0,0,0,0,0,0,694,687,6,45
6542,重庆,500000,2022/4/23,1,0,0,0,0,0,0,694,687,6,45
6543,重庆,500000,2022/4/22,1,0,0,0,0,0,0,694,687,6,45
6544,重庆,500000,2022/4/21,1,0,0,0,0,0,0,694,687,6,45
6545,重庆,500000,2022/4/20,1,0,0,0,0,0,0,694,687,6,45
6546,重庆,500000,2022/4/19,1,0,0,0,0,0,0,694,687,6,45
6547,重庆,500000,2022/4/18,1,0,0,0,0,0,0,694,687,6,45
