Entity,Day,total_boosters_per_hundred
Dominican Republic,2021/9/29,8.29
Dominican Republic,2021/9/30,8.39
Dominican Republic,2021/10/1,8.48
Dominican Republic,2021/10/2,8.52
Dominican Republic,2021/10/3,8.54
Dominican Republic,2021/10/4,8.61
Dominican Republic,2021/10/5,8.71
Dominican Republic,2021/10/6,8.81
Dominican Republic,2021/10/7,8.91
Dominican Republic,2021/10/8,8.99
Dominican Republic,2021/10/9,9.04
Dominican Republic,2021/10/10,9.06
Dominican Republic,2021/10/11,9.18
Dominican Republic,2021/10/12,9.31
Dominican Republic,2021/10/13,9.46
Dominican Republic,2021/10/14,9.61
Dominican Republic,2021/10/15,9.73
Dominican Republic,2021/10/16,9.79
Dominican Republic,2021/10/17,9.82
Dominican Republic,2021/10/18,9.95
Dominican Republic,2021/10/19,10.07
Dominican Republic,2021/10/20,10.21
Dominican Republic,2021/10/21,10.34
Dominican Republic,2021/10/22,10.44
Dominican Republic,2021/10/23,10.49
Dominican Republic,2021/10/24,10.5
Dominican Republic,2021/10/25,10.59
Dominican Republic,2021/10/26,10.67
Dominican Republic,2021/10/27,10.75
Dominican Republic,2021/10/28,10.82
Dominican Republic,2021/10/29,10.87
Dominican Republic,2021/10/30,10.89
Dominican Republic,2021/10/31,10.9
Dominican Republic,2021/11/1,10.95
Dominican Republic,2021/11/2,11.01
Dominican Republic,2021/11/3,11.06
Dominican Republic,2021/11/4,11.12
Dominican Republic,2021/11/5,11.16
Dominican Republic,2021/11/6,11.17
Dominican Republic,2021/11/7,11.18
Dominican Republic,2021/11/8,11.23
Dominican Republic,2021/11/9,11.27
Dominican Republic,2021/11/10,11.32
Dominican Republic,2021/11/11,11.36
Dominican Republic,2021/11/12,11.4
Dominican Republic,2021/11/13,11.41
Dominican Republic,2021/11/14,11.42
Dominican Republic,2021/11/15,11.46
Dominican Republic,2021/11/16,11.5
Dominican Republic,2021/11/17,11.55
Dominican Republic,2021/11/19,11.62
Dominican Republic,2021/11/20,11.64
Dominican Republic,2021/11/21,11.64
Dominican Republic,2021/11/22,11.68
Dominican Republic,2021/11/23,11.72
Dominican Republic,2021/11/24,11.77
Dominican Republic,2021/11/25,11.8
Dominican Republic,2021/11/26,11.82
Dominican Republic,2021/11/27,11.84
Dominican Republic,2021/11/28,11.84
Dominican Republic,2021/11/29,11.88
Dominican Republic,2021/11/30,11.93
Dominican Republic,2021/12/1,11.97
Dominican Republic,2021/12/2,12.01
Dominican Republic,2021/12/3,12.06
Dominican Republic,2021/12/4,12.08
Dominican Republic,2021/12/5,12.08
Dominican Republic,2021/12/6,12.13
Dominican Republic,2021/12/7,12.17
Dominican Republic,2021/12/8,12.21
Dominican Republic,2021/12/10,12.28
Dominican Republic,2021/12/11,12.3
Dominican Republic,2021/12/12,12.3
Dominican Republic,2021/12/13,12.33
Dominican Republic,2021/12/14,12.36
Dominican Republic,2021/12/15,12.39
Dominican Republic,2021/12/16,12.42
Dominican Republic,2021/12/17,12.45
Dominican Republic,2021/12/18,12.46
Dominican Republic,2021/12/19,12.46
Dominican Republic,2021/12/20,12.5
Dominican Republic,2021/12/22,12.56
Dominican Republic,2021/12/23,12.58
Dominican Republic,2021/12/24,12.58
Dominican Republic,2021/12/27,12.61
Dominican Republic,2021/12/28,12.7
Dominican Republic,2021/12/29,12.81
Dominican Republic,2021/12/30,12.88
Dominican Republic,2021/12/31,12.9
Dominican Republic,2022/1/1,12.9
Dominican Republic,2022/1/2,12.91
Dominican Republic,2022/1/3,13.03
Dominican Republic,2022/1/4,13.18
Dominican Republic,2022/1/5,13.33
Dominican Republic,2022/1/6,13.46
Dominican Republic,2022/1/7,13.59
Dominican Republic,2022/1/8,13.64
Dominican Republic,2022/1/9,13.66
Dominican Republic,2022/1/10,13.7
Dominican Republic,2022/1/11,13.85
Dominican Republic,2022/1/12,14.01
Dominican Republic,2022/1/13,14.18
Dominican Republic,2022/1/14,14.33
Dominican Republic,2022/1/15,14.39
Dominican Republic,2022/1/16,14.41
Dominican Republic,2022/1/17,14.57
Dominican Republic,2022/1/18,14.76
Dominican Republic,2022/1/20,15.17
Dominican Republic,2022/1/21,15.21
Dominican Republic,2022/1/22,15.26
Dominican Republic,2022/1/23,15.29
Dominican Republic,2022/1/24,15.34
Dominican Republic,2022/1/25,15.57
Dominican Republic,2022/1/26,15.87
Dominican Republic,2022/1/27,16.22
Dominican Republic,2022/1/28,16.67
Dominican Republic,2022/1/29,16.86
Dominican Republic,2022/1/30,16.99
Dominican Republic,2022/1/31,17.35
Dominican Republic,2022/2/2,17.96
Dominican Republic,2022/2/3,18.16
Dominican Republic,2022/2/4,18.33
Dominican Republic,2022/2/5,18.4
Dominican Republic,2022/2/6,18.43
Dominican Republic,2022/2/7,18.57
Dominican Republic,2022/2/8,18.72
Dominican Republic,2022/2/9,18.86
Dominican Republic,2022/2/10,18.98
Dominican Republic,2022/2/11,19.1
Dominican Republic,2022/2/12,19.15
Dominican Republic,2022/2/13,19.16
Dominican Republic,2022/2/14,19.24
Dominican Republic,2022/2/15,19.33
Dominican Republic,2022/2/16,19.44
Dominican Republic,2022/2/17,19.48
Dominican Republic,2022/2/18,19.52
Dominican Republic,2022/2/19,19.53
Dominican Republic,2022/2/20,19.54
Dominican Republic,2022/2/21,19.57
Dominican Republic,2022/2/22,19.6
Dominican Republic,2022/2/23,19.63
Dominican Republic,2022/2/24,19.66
Dominican Republic,2022/2/25,19.69
Dominican Republic,2022/2/26,19.7
Dominican Republic,2022/2/27,19.71
Dominican Republic,2022/2/28,19.73
Dominican Republic,2022/3/3,19.83
Dominican Republic,2022/3/7,19.89
Dominican Republic,2022/3/8,19.93
Dominican Republic,2022/3/9,19.96
Dominican Republic,2022/3/10,20.05
Dominican Republic,2022/3/12,20.08
Dominican Republic,2022/3/13,20.09
Dominican Republic,2022/3/14,20.13
Dominican Republic,2022/3/16,20.16
Dominican Republic,2022/3/17,20.19
Dominican Republic,2022/3/18,20.22
Dominican Republic,2022/3/19,20.25
Dominican Republic,2022/3/20,20.26
Dominican Republic,2022/3/21,20.27
Dominican Republic,2022/3/22,20.29
Dominican Republic,2022/3/23,20.34
Dominican Republic,2022/3/25,20.37
Dominican Republic,2022/3/26,20.4
Dominican Republic,2022/3/28,20.41
Dominican Republic,2022/3/29,20.42
Dominican Republic,2022/3/30,20.46
Dominican Republic,2022/4/3,20.5
Dominican Republic,2022/4/4,20.5
Dominican Republic,2022/4/5,20.53
Dominican Republic,2022/4/7,20.55
Dominican Republic,2022/4/8,20.56
Dominican Republic,2022/4/9,20.58
Dominican Republic,2022/4/10,20.58
Dominican Republic,2022/4/11,20.6
Dominican Republic,2022/4/13,20.63
Dominican Republic,2022/4/14,20.64
Dominican Republic,2022/4/18,20.65
Dominican Republic,2022/4/19,20.66
Dominican Republic,2022/4/20,20.67
Dominican Republic,2022/4/22,20.69
Dominican Republic,2022/4/23,20.69
Dominican Republic,2022/4/24,20.69
Dominican Republic,2022/4/25,20.7
Dominican Republic,2022/4/26,20.71
Dominican Republic,2022/4/27,20.71
Dominican Republic,2022/4/28,20.72
Dominican Republic,2022/4/29,20.72
Dominican Republic,2022/4/30,20.72
Dominican Republic,2022/5/1,20.73
Dominican Republic,2022/5/2,20.73
Dominican Republic,2022/5/3,20.73
Dominican Republic,2022/5/4,20.74
Dominican Republic,2022/5/5,20.74
Dominican Republic,2022/5/6,20.75
Dominican Republic,2022/5/7,20.75
Dominican Republic,2022/5/8,20.75
Dominican Republic,2022/5/9,20.75
Dominican Republic,2022/5/10,20.76
Dominican Republic,2022/5/11,20.77
Dominican Republic,2022/5/12,20.77
Dominican Republic,2022/5/13,20.78
Dominican Republic,2022/5/14,20.78
Dominican Republic,2022/5/15,20.78
Dominican Republic,2022/5/16,20.79
Dominican Republic,2022/5/17,20.8
Dominican Republic,2022/5/18,20.81
Dominican Republic,2022/5/19,20.82
Dominican Republic,2022/5/20,20.83
Dominican Republic,2022/5/21,20.83
Dominican Republic,2022/5/22,20.83
Dominican Republic,2022/5/23,20.84
Dominican Republic,2022/5/24,20.85
Dominican Republic,2022/5/25,20.86
Dominican Republic,2022/5/26,20.87
Dominican Republic,2022/5/27,20.88
Dominican Republic,2022/5/28,20.89
Dominican Republic,2022/5/29,20.89
Dominican Republic,2022/5/30,20.9
Dominican Republic,2022/5/31,20.91
Dominican Republic,2022/6/1,20.92
Dominican Republic,2022/6/2,20.93
Dominican Republic,2022/6/4,20.95
Dominican Republic,2022/6/5,20.95
Dominican Republic,2022/6/6,20.97
Dominican Republic,2022/6/7,20.98
Dominican Republic,2022/6/8,20.99
Dominican Republic,2022/6/9,21.01
Dominican Republic,2022/6/10,21.02
Dominican Republic,2022/6/11,21.02
Dominican Republic,2022/6/12,21.03
Dominican Republic,2022/6/13,21.04
Dominican Republic,2022/6/14,21.05
Dominican Republic,2022/6/15,21.07
Dominican Republic,2022/6/16,21.07
Dominican Republic,2022/6/17,21.08
Dominican Republic,2022/6/18,21.09
Dominican Republic,2022/6/19,21.09
Dominican Republic,2022/6/20,21.1
Dominican Republic,2022/6/21,21.11
Dominican Republic,2022/6/22,21.13
Dominican Republic,2022/6/23,21.14
Dominican Republic,2022/6/24,21.15
Dominican Republic,2022/6/25,21.16
Dominican Republic,2022/6/26,21.16
Dominican Republic,2022/6/27,21.17
Dominican Republic,2022/6/28,21.18
Dominican Republic,2022/6/29,21.2
Dominican Republic,2022/6/30,21.21
Dominican Republic,2022/7/1,21.22
Dominican Republic,2022/7/2,21.23
Dominican Republic,2022/7/3,21.23
Dominican Republic,2022/7/4,21.24
Dominican Republic,2022/7/5,21.25
Dominican Republic,2022/7/6,21.27
Dominican Republic,2022/7/8,21.29
Dominican Republic,2022/7/9,21.3
Dominican Republic,2022/7/10,21.3
Dominican Republic,2022/7/11,21.31
Dominican Republic,2022/7/12,21.33
Dominican Republic,2022/7/13,21.34
Dominican Republic,2022/7/14,21.35
Dominican Republic,2022/7/15,21.36
Dominican Republic,2022/7/16,21.37
Dominican Republic,2022/7/17,21.37
Dominican Republic,2022/7/18,21.38
Dominican Republic,2022/7/19,21.39
Dominican Republic,2022/7/20,21.41
Dominican Republic,2022/7/21,21.42
Dominican Republic,2022/7/23,21.43
Dominican Republic,2022/7/24,21.44
Dominican Republic,2022/7/25,21.45
Dominican Republic,2022/7/26,21.46
Dominican Republic,2022/7/27,21.47
Dominican Republic,2022/8/1,21.51
Dominican Republic,2022/8/2,21.52
Dominican Republic,2022/8/3,21.53
Dominican Republic,2022/8/4,21.54
Dominican Republic,2022/8/5,21.55
Dominican Republic,2022/8/6,21.56
Dominican Republic,2022/8/7,21.56
Dominican Republic,2022/8/8,21.57
Dominican Republic,2022/8/9,21.58
Dominican Republic,2022/8/10,21.59
Dominican Republic,2022/8/11,21.6
Dominican Republic,2022/8/12,21.62
Dominican Republic,2022/8/13,21.62
Dominican Republic,2022/8/14,21.63
Dominican Republic,2022/8/15,21.64
Dominican Republic,2022/8/16,21.64
Dominican Republic,2022/8/17,21.65
Dominican Republic,2022/8/18,21.66
Dominican Republic,2022/8/19,21.67
Dominican Republic,2022/8/20,21.67
Dominican Republic,2022/8/21,21.67
Dominican Republic,2022/8/22,21.69
Dominican Republic,2022/8/23,21.69
Dominican Republic,2022/8/25,21.71
Dominican Republic,2022/8/26,21.72
Dominican Republic,2022/8/27,21.73
Dominican Republic,2022/8/28,21.73
Dominican Republic,2022/8/29,21.74
Dominican Republic,2022/8/30,21.75
Dominican Republic,2022/8/31,21.76
Dominican Republic,2022/9/1,21.77
Dominican Republic,2022/9/2,21.78
Dominican Republic,2022/9/3,21.78
Dominican Republic,2022/9/4,21.78
Dominican Republic,2022/9/5,21.79
Dominican Republic,2022/9/6,21.8
Dominican Republic,2022/9/7,21.81
Dominican Republic,2022/9/8,21.82
Dominican Republic,2022/9/9,21.83
Dominican Republic,2022/9/10,21.83
Dominican Republic,2022/9/11,21.84
Dominican Republic,2022/9/12,21.85
Dominican Republic,2022/9/13,21.85
Dominican Republic,2022/9/14,21.86
Dominican Republic,2022/9/17,21.89
Dominican Republic,2022/9/18,21.89
Dominican Republic,2022/9/20,21.89
Dominican Republic,2022/9/21,21.9
Dominican Republic,2022/9/22,21.91
Dominican Republic,2022/9/23,21.92
Dominican Republic,2022/9/24,21.92
Dominican Republic,2022/9/25,21.92
Dominican Republic,2022/9/26,21.93
Dominican Republic,2022/9/27,21.94
Dominican Republic,2022/9/28,21.95
Dominican Republic,2022/9/29,21.96
Dominican Republic,2022/9/30,21.97
Dominican Republic,2022/10/1,21.97
Dominican Republic,2022/10/2,21.97
Dominican Republic,2022/10/3,21.98
Dominican Republic,2022/10/4,21.99
Dominican Republic,2022/10/5,22
Dominican Republic,2022/10/6,22.01
Dominican Republic,2022/10/7,22.01
Dominican Republic,2022/10/8,22.02
Dominican Republic,2022/10/9,22.02
Dominican Republic,2022/10/11,22.03
Dominican Republic,2022/10/13,22.05
Dominican Republic,2022/10/14,22.05
Dominican Republic,2022/10/16,22.06
Dominican Republic,2022/10/17,22.06
Dominican Republic,2022/10/18,22.07
Dominican Republic,2022/10/19,22.08
Dominican Republic,2022/10/20,22.09
Dominican Republic,2022/10/21,22.09
Dominican Republic,2022/10/22,22.09
Dominican Republic,2022/10/23,22.09
Dominican Republic,2022/10/24,22.1
Dominican Republic,2022/10/25,22.11
Dominican Republic,2022/10/26,22.11
Dominican Republic,2022/10/27,22.12
Dominican Republic,2022/10/28,22.12
Dominican Republic,2022/10/30,22.13
Dominican Republic,2022/10/31,22.13
Dominican Republic,2022/11/1,22.14
Dominican Republic,2022/11/2,22.15
Dominican Republic,2022/11/3,22.15
Dominican Republic,2022/11/4,22.16
Dominican Republic,2022/11/5,22.16
Dominican Republic,2022/11/6,22.16
Dominican Republic,2022/11/8,22.17
Dominican Republic,2022/11/9,22.17
Dominican Republic,2022/11/10,22.18
Dominican Republic,2022/11/11,22.19
Dominican Republic,2022/11/12,22.19
Dominican Republic,2022/11/13,22.19
Dominican Republic,2022/11/14,22.2
Dominican Republic,2022/11/15,22.2
Dominican Republic,2022/11/16,22.21
Dominican Republic,2022/11/17,22.22
Dominican Republic,2022/11/18,22.22
Dominican Republic,2022/11/20,22.22
Dominican Republic,2022/11/21,22.23
Dominican Republic,2022/11/22,22.24
Dominican Republic,2022/11/23,22.24
Dominican Republic,2022/11/26,22.25
Dominican Republic,2022/11/27,22.25
Dominican Republic,2022/11/28,22.26
Dominican Republic,2022/11/29,22.26
Dominican Republic,2022/11/30,22.27
Dominican Republic,2022/12/2,22.29
Dominican Republic,2022/12/3,22.29
Dominican Republic,2022/12/5,22.3
Dominican Republic,2022/12/6,22.31
Dominican Republic,2022/12/7,22.31
Dominican Republic,2022/12/9,22.32
Dominican Republic,2022/12/11,22.32
Dominican Republic,2022/12/12,22.33
Dominican Republic,2022/12/13,22.33
Dominican Republic,2022/12/14,22.34
Dominican Republic,2022/12/18,22.35
Dominican Republic,2022/12/19,22.36
Dominican Republic,2022/12/20,22.36
Dominican Republic,2022/12/21,22.37
Dominican Republic,2022/12/22,22.37
Dominican Republic,2022/12/27,22.38
Dominican Republic,2022/12/28,22.39
Dominican Republic,2023/1/2,22.39
Dominican Republic,2023/1/5,22.41
Dominican Republic,2023/1/10,22.43
Dominican Republic,2023/1/15,22.45
Dominican Republic,2023/1/16,22.45
Dominican Republic,2023/1/19,22.47
Dominican Republic,2023/1/22,22.47
Dominican Republic,2023/1/24,22.48
Dominican Republic,2023/1/30,22.49
Dominican Republic,2023/1/31,22.5
Dominican Republic,2023/2/9,22.53
Dominican Republic,2023/2/14,22.54
Dominican Republic,2023/2/16,22.55
Dominican Republic,2023/2/21,22.56
Dominican Republic,2023/2/23,22.57
Dominican Republic,2023/3/1,22.58
Dominican Republic,2023/3/5,22.59
Dominican Republic,2023/3/14,22.62
Dominican Republic,2023/3/15,22.62
Dominican Republic,2023/3/20,22.63
Ecuador,2021/10/20,0.03
Ecuador,2021/10/21,0.05
Ecuador,2021/10/22,0.09
Ecuador,2021/10/23,0.1
Ecuador,2021/10/24,0.1
Ecuador,2021/10/25,0.13
Ecuador,2021/10/26,0.18
Ecuador,2021/10/27,0.24
Ecuador,2021/10/28,0.29
Ecuador,2021/10/29,0.32
Ecuador,2021/10/30,0.32
Ecuador,2021/10/31,0.33
Ecuador,2021/11/1,0.33
Ecuador,2021/11/2,0.33
Ecuador,2021/11/3,0.34
Ecuador,2021/11/4,0.39
Ecuador,2021/11/5,0.48
Ecuador,2021/11/6,0.49
Ecuador,2021/11/7,0.5
Ecuador,2021/11/8,0.58
Ecuador,2021/11/9,0.66
Ecuador,2021/11/10,0.73
Ecuador,2021/11/11,0.81
Ecuador,2021/11/12,0.89
Ecuador,2021/11/13,0.91
Ecuador,2021/11/14,0.92
Ecuador,2021/11/15,1.02
Ecuador,2021/11/16,1.11
Ecuador,2021/11/17,1.25
Ecuador,2021/11/18,1.36
Ecuador,2021/11/19,1.46
Ecuador,2021/11/20,1.5
Ecuador,2021/11/21,1.53
Ecuador,2021/11/22,1.64
Ecuador,2021/11/23,1.75
Ecuador,2021/11/24,1.84
Ecuador,2021/11/25,1.92
Ecuador,2021/11/26,2.02
Ecuador,2021/11/27,2.06
Ecuador,2021/11/28,2.09
Ecuador,2021/11/29,2.22
Ecuador,2021/11/30,2.34
Ecuador,2021/12/1,2.51
Ecuador,2021/12/2,2.69
Ecuador,2021/12/3,2.85
Ecuador,2021/12/4,2.92
Ecuador,2021/12/5,2.96
Ecuador,2021/12/6,3.1
Ecuador,2021/12/7,3.28
Ecuador,2021/12/8,3.42
Ecuador,2021/12/9,3.56
Ecuador,2021/12/10,3.7
Ecuador,2021/12/11,3.77
Ecuador,2021/12/12,3.82
Ecuador,2021/12/13,3.95
Ecuador,2021/12/14,4.06
Ecuador,2021/12/15,4.45
Ecuador,2021/12/16,4.6
Ecuador,2021/12/17,4.75
Ecuador,2021/12/18,4.82
Ecuador,2021/12/19,4.86
Ecuador,2021/12/20,5.01
Ecuador,2021/12/21,5.15
Ecuador,2021/12/22,5.33
Ecuador,2021/12/23,5.5
Ecuador,2021/12/24,5.52
Ecuador,2021/12/25,5.54
Ecuador,2021/12/26,5.56
Ecuador,2021/12/27,5.76
Ecuador,2021/12/28,5.98
Ecuador,2021/12/29,6.15
Ecuador,2021/12/30,6.25
Ecuador,2021/12/31,6.27
Ecuador,2022/1/1,6.27
Ecuador,2022/1/2,6.29
Ecuador,2022/1/3,6.55
Ecuador,2022/1/4,6.89
Ecuador,2022/1/5,7.26
Ecuador,2022/1/6,7.62
Ecuador,2022/1/7,8.01
Ecuador,2022/1/8,8.17
Ecuador,2022/1/9,8.3
Ecuador,2022/1/10,8.71
Ecuador,2022/1/11,9.11
Ecuador,2022/1/12,9.54
Ecuador,2022/1/13,9.94
Ecuador,2022/1/14,10.36
Ecuador,2022/1/15,10.54
Ecuador,2022/1/16,10.68
Ecuador,2022/1/17,11.06
Ecuador,2022/1/18,11.44
Ecuador,2022/1/19,11.77
Ecuador,2022/1/20,12.08
Ecuador,2022/1/21,12.44
Ecuador,2022/1/22,12.64
Ecuador,2022/1/23,12.74
Ecuador,2022/1/24,12.98
Ecuador,2022/1/25,13.23
Ecuador,2022/1/26,13.47
Ecuador,2022/1/27,13.71
Ecuador,2022/1/28,14
Ecuador,2022/1/29,14.15
Ecuador,2022/1/30,14.24
Ecuador,2022/1/31,14.48
Ecuador,2022/2/1,14.75
Ecuador,2022/2/2,15.04
Ecuador,2022/2/3,15.34
Ecuador,2022/2/4,15.67
Ecuador,2022/2/5,15.81
Ecuador,2022/2/6,15.92
Ecuador,2022/2/7,16.25
Ecuador,2022/2/8,16.6
Ecuador,2022/2/9,16.95
Ecuador,2022/2/10,17.32
Ecuador,2022/2/11,17.73
Ecuador,2022/2/12,17.92
Ecuador,2022/2/13,18.06
Ecuador,2022/2/14,18.44
Ecuador,2022/2/15,18.9
Ecuador,2022/2/16,19.41
Ecuador,2022/2/17,19.91
Ecuador,2022/2/18,20.48
Ecuador,2022/2/19,20.76
Ecuador,2022/2/20,20.94
Ecuador,2022/2/21,21.44
Ecuador,2022/2/22,21.93
Ecuador,2022/2/23,22.36
Ecuador,2022/2/24,22.76
Ecuador,2022/2/25,23.08
Ecuador,2022/2/26,23.2
Ecuador,2022/2/27,23.26
Ecuador,2022/2/28,23.33
Ecuador,2022/3/1,23.37
Ecuador,2022/3/2,23.65
Ecuador,2022/3/3,23.98
Ecuador,2022/3/4,24.34
Ecuador,2022/3/5,24.51
Ecuador,2022/3/6,24.64
Ecuador,2022/3/7,24.95
Ecuador,2022/3/8,25.24
Ecuador,2022/3/9,25.53
Ecuador,2022/3/10,25.85
Ecuador,2022/3/11,26.14
Ecuador,2022/3/12,26.3
Ecuador,2022/3/13,26.39
Ecuador,2022/3/14,26.63
Ecuador,2022/3/15,26.86
Ecuador,2022/3/16,27.1
Ecuador,2022/3/17,27.35
Ecuador,2022/3/18,27.61
Ecuador,2022/3/19,27.69
Ecuador,2022/3/20,27.83
Ecuador,2022/3/21,28.01
Ecuador,2022/3/22,28.19
Ecuador,2022/3/23,28.36
Ecuador,2022/3/24,28.51
Ecuador,2022/3/25,28.67
Ecuador,2022/3/26,28.74
Ecuador,2022/3/27,28.79
Ecuador,2022/3/28,28.93
Ecuador,2022/3/29,29.06
Ecuador,2022/3/30,29.23
Ecuador,2022/3/31,29.38
Ecuador,2022/4/4,29.77
Ecuador,2022/4/5,29.92
Ecuador,2022/4/6,30.07
Ecuador,2022/4/7,30.2
Ecuador,2022/4/8,30.35
Ecuador,2022/4/9,30.41
Ecuador,2022/4/10,30.45
Ecuador,2022/4/11,30.59
Ecuador,2022/4/12,30.74
Ecuador,2022/4/13,30.95
Ecuador,2022/4/14,31.14
Ecuador,2022/4/15,31.17
Ecuador,2022/4/16,31.2
Ecuador,2022/4/17,31.23
Ecuador,2022/4/18,31.39
Ecuador,2022/4/19,31.56
Ecuador,2022/4/20,31.72
Ecuador,2022/4/21,31.91
Ecuador,2022/4/22,32.07
Ecuador,2022/4/23,32.15
Ecuador,2022/4/24,32.2
Ecuador,2022/4/25,32.39
Ecuador,2022/4/26,32.62
Ecuador,2022/4/27,32.85
Ecuador,2022/4/28,33.07
Ecuador,2022/4/29,33.3
Ecuador,2022/4/30,33.37
Ecuador,2022/5/1,33.4
Ecuador,2022/5/2,33.42
Ecuador,2022/5/3,33.54
Ecuador,2022/5/4,33.69
Ecuador,2022/5/5,33.83
Ecuador,2022/5/6,33.97
Ecuador,2022/5/7,34.01
Ecuador,2022/5/8,34.03
Ecuador,2022/5/9,34.13
Ecuador,2022/5/10,34.26
Ecuador,2022/5/11,34.42
Ecuador,2022/5/12,34.54
Ecuador,2022/5/13,34.72
Ecuador,2022/5/14,34.79
Ecuador,2022/5/15,34.82
Ecuador,2022/5/16,35.05
Ecuador,2022/5/17,35.24
Ecuador,2022/5/18,35.42
Ecuador,2022/5/19,35.62
Ecuador,2022/5/20,35.81
Ecuador,2022/5/21,35.86
Ecuador,2022/5/22,35.89
Ecuador,2022/5/23,35.91
Ecuador,2022/5/24,36.09
Ecuador,2022/5/25,36.25
Ecuador,2022/5/26,36.43
Ecuador,2022/5/27,36.59
Ecuador,2022/5/28,36.65
Ecuador,2022/5/29,36.67
Ecuador,2022/5/30,36.82
Ecuador,2022/5/31,36.98
Ecuador,2022/6/1,37.13
Ecuador,2022/6/2,37.29
Ecuador,2022/6/3,37.48
Ecuador,2022/6/4,37.53
Ecuador,2022/6/5,37.56
Ecuador,2022/6/6,37.71
Ecuador,2022/6/7,37.88
Ecuador,2022/6/8,38.08
Ecuador,2022/6/9,38.27
Ecuador,2022/6/10,38.47
Ecuador,2022/6/11,38.52
Ecuador,2022/6/12,38.55
Ecuador,2022/6/13,38.69
Ecuador,2022/6/14,38.87
Ecuador,2022/6/15,39
Ecuador,2022/6/16,39.12
Ecuador,2022/6/17,39.22
Ecuador,2022/6/18,39.25
Ecuador,2022/6/19,39.26
Ecuador,2022/6/20,39.35
Ecuador,2022/6/21,39.45
Ecuador,2022/6/23,39.63
Ecuador,2022/6/24,39.72
Ecuador,2022/6/25,39.74
Ecuador,2022/6/26,39.75
Ecuador,2022/6/27,39.83
Ecuador,2022/6/28,39.92
Ecuador,2022/6/29,40.02
Ecuador,2022/6/30,40.1
Ecuador,2022/7/1,40.18
Ecuador,2022/7/2,40.2
Ecuador,2022/7/3,40.21
Ecuador,2022/7/4,40.3
Ecuador,2022/7/5,40.43
Ecuador,2022/7/6,40.59
Ecuador,2022/7/7,40.76
Ecuador,2022/7/8,40.97
Ecuador,2022/7/9,41.03
Ecuador,2022/7/10,41.06
Ecuador,2022/7/11,41.25
Ecuador,2022/7/12,41.45
Ecuador,2022/7/13,41.64
Ecuador,2022/7/14,41.85
Ecuador,2022/7/15,42.05
Ecuador,2022/7/16,42.13
Ecuador,2022/7/17,42.16
Ecuador,2022/7/18,42.35
Ecuador,2022/7/19,42.57
Ecuador,2022/7/20,42.79
Ecuador,2022/7/21,43.02
Ecuador,2022/7/22,43.24
Ecuador,2022/7/23,43.31
Ecuador,2022/7/24,43.35
Ecuador,2022/7/25,43.5
Ecuador,2022/7/26,43.69
Ecuador,2022/7/27,43.91
Ecuador,2022/7/28,44.15
Ecuador,2022/7/29,44.36
Ecuador,2022/7/30,44.43
Ecuador,2022/7/31,44.47
Ecuador,2022/8/1,44.72
Ecuador,2022/8/2,44.92
Ecuador,2022/8/3,45.14
Ecuador,2022/8/4,45.34
Ecuador,2022/8/5,45.52
Ecuador,2022/8/6,45.59
Ecuador,2022/8/7,45.62
Ecuador,2022/8/8,45.78
Ecuador,2022/8/9,45.94
Ecuador,2022/8/10,46.11
Ecuador,2022/8/11,46.27
Ecuador,2022/8/12,46.31
Ecuador,2022/8/13,46.36
Ecuador,2022/8/14,46.39
Ecuador,2022/8/15,46.5
Ecuador,2022/8/16,46.63
Ecuador,2022/8/17,46.78
Ecuador,2022/8/18,46.92
Ecuador,2022/8/19,47.06
Ecuador,2022/8/20,47.11
Ecuador,2022/8/21,47.13
Ecuador,2022/8/22,47.24
Ecuador,2022/11/18,54.97
Ecuador,2022/12/2,56.1
Ecuador,2022/12/7,56.48
Ecuador,2022/12/9,56.58
Ecuador,2022/12/15,57.05
Ecuador,2022/12/16,57.14
Ecuador,2022/12/22,57.39
Ecuador,2023/1/3,57.51
Ecuador,2023/1/6,57.55
Ecuador,2023/1/12,57.68
Ecuador,2023/1/13,57.7
Ecuador,2023/1/20,57.85
Ecuador,2023/1/27,57.99
Ecuador,2023/2/3,58.1
Ecuador,2023/2/10,58.18
Ecuador,2023/2/17,58.27
Ecuador,2023/2/24,58.32
Ecuador,2023/3/3,58.44
Ecuador,2023/3/10,58.47
Ecuador,2023/3/17,58.59
Egypt,2022/2/17,0.73
Egypt,2022/2/24,0.89
Egypt,2022/3/4,0.99
Egypt,2022/3/10,1.26
Egypt,2022/3/17,1.32
Egypt,2022/3/20,1.6
Egypt,2022/3/27,1.79
Egypt,2022/4/12,1.98
Egypt,2022/4/23,2.21
Egypt,2022/4/30,2.37
Egypt,2022/5/4,2.4
Egypt,2022/5/8,2.48
Egypt,2022/5/14,2.63
Egypt,2022/5/15,2.66
Egypt,2022/6/5,2.66
Egypt,2022/6/14,3.97
Egypt,2022/6/20,4.32
Egypt,2022/6/27,4.7
Egypt,2022/6/29,5.03
Egypt,2022/7/5,5.3
Egypt,2022/7/16,5.57
Egypt,2022/7/19,6.05
Egypt,2022/7/27,6.43
Egypt,2022/8/7,6.81
Egypt,2022/8/15,6.99
Egypt,2022/8/21,7.19
Egypt,2022/8/30,7.41
Egypt,2022/9/4,7.52
Egypt,2022/9/11,7.62
Egypt,2022/9/25,7.81
Egypt,2022/9/29,8.02
